ARM,AUPRC,AUROC,BALANCED_ACCURACY,C,EXPLORATORY_OUTER_RESULT,FN,FP,KERNEL_PARAMS,LEFT_FEATURE,MCC,OUTER_FOLD,PAIR,PAIR_INDEX,RIGHT_FEATURE,SENSITIVITY,SPECIFICITY,THRESHOLD,TN,TP,USED_FOR_PATH_SELECTION
pair_rbf_control,0.4921742741245482,0.6512886597938146,0.5646907216494845,10.0,True,34,2,"{""gamma"": 0.3}",NumRotatableBonds,0.2508695817174487,1,NumRotatableBonds__n_OP,33,n_OP,0.15,0.979381443298969,0.6647487308587774,95,6,False
pair_phase_no_zz,0.3079339510270872,0.4945876288659794,0.5106958762886598,100.0,True,21,44,"{""feature_scale"": 0.25}",NumRotatableBonds,0.019515338784114333,1,NumRotatableBonds__LiPHEX_prediction,34,LiPHEX_prediction,0.475,0.5463917525773195,0.41074643946235634,53,19,False
pair_iqp_zz,0.3363512080459158,0.5453608247422681,0.5445876288659793,0.1,True,22,35,"{""feature_scale"": 0.5}",NumRotatableBonds,0.08324969636057522,1,NumRotatableBonds__LiPHEX_prediction,34,LiPHEX_prediction,0.45,0.6391752577319587,0.43491013063514106,62,18,False
pair_rbf_control,0.31676335678631923,0.5219072164948454,0.5224226804123712,100.0,True,18,49,"{""gamma"": 0.03}",NumRotatableBonds,0.040806772176492735,1,NumRotatableBonds__LiPHEX_prediction,34,LiPHEX_prediction,0.55,0.4948453608247423,0.10361906625862871,48,22,False
pair_phase_no_zz,0.3884713633324104,0.5586340206185567,0.5432989690721649,0.1,True,32,11,"{""feature_scale"": 0.5}",NumRotatableBonds,0.11392147791162785,1,NumRotatableBonds__sasa002_frac_polar_hetero_only,35,sasa002_frac_polar_hetero_only,0.2,0.8865979381443299,0.47885109627514993,86,8,False
pair_iqp_zz,0.3164729677583493,0.5016752577319588,0.5403350515463917,100.0,True,31,14,"{""feature_scale"": 0.5}",NumRotatableBonds,0.09813233462225332,1,NumRotatableBonds__sasa002_frac_polar_hetero_only,35,sasa002_frac_polar_hetero_only,0.225,0.8556701030927835,0.7375964770257222,83,9,False
pair_rbf_control,0.3607109677805006,0.5393041237113402,0.5528350515463918,10.0,True,30,14,"{""gamma"": 0.1}",NumRotatableBonds,0.12639303759045686,1,NumRotatableBonds__sasa002_frac_polar_hetero_only,35,sasa002_frac_polar_hetero_only,0.25,0.8556701030927835,0.5916621115016261,83,10,False
pair_phase_no_zz,0.3006396682397934,0.5229381443298969,0.5451030927835052,100.0,True,10,64,"{""feature_scale"": 1.0}",NumAromaticRings,0.08838000605160504,1,NumAromaticRings__nHalogen,36,nHalogen,0.75,0.3402061855670103,-0.03560719433261636,33,30,False
pair_iqp_zz,0.33811897440317684,0.5577319587628866,0.5,1.0,True,40,0,"{""feature_scale"": 1.0}",NumAromaticRings,0.0,1,NumAromaticRings__nHalogen,36,nHalogen,0.0,1.0,1.0396752617157485,97,0,False
pair_rbf_control,0.3992245415528694,0.6224226804123711,0.5974226804123711,1.0,True,12,49,"{""gamma"": 0.1}",NumAromaticRings,0.17856031562689398,1,NumAromaticRings__nHalogen,36,nHalogen,0.7,0.4948453608247423,-0.15240294326525294,48,28,False
pair_phase_no_zz,0.38854425969826356,0.5266752577319588,0.5771907216494845,10.0,True,33,2,"{""feature_scale"": 0.25}",NumAromaticRings,0.2833248842736598,1,NumAromaticRings__n_OP,37,n_OP,0.175,0.979381443298969,0.7082730129290816,95,7,False
pair_iqp_zz,0.42692193836171943,0.6001288659793814,0.5771907216494845,0.1,True,33,2,"{""feature_scale"": 0.5}",NumAromaticRings,0.2833248842736598,1,NumAromaticRings__n_OP,37,n_OP,0.175,0.979381443298969,0.8544496920182443,95,7,False
pair_rbf_control,0.3697942596982635,0.526159793814433,0.5720360824742268,10.0,True,33,3,"{""gamma"": 0.1}",NumAromaticRings,0.25182224108929047,1,NumAromaticRings__n_OP,37,n_OP,0.175,0.9690721649484536,0.05548535160851231,94,7,False
pair_phase_no_zz,0.3691479370372579,0.6255154639175258,0.6137886597938145,0.1,True,21,24,"{""feature_scale"": 1.0}",NumAromaticRings,0.2229701295530493,1,NumAromaticRings__LiPHEX_prediction,38,LiPHEX_prediction,0.475,0.7525773195876289,0.459123041309124,73,19,False
pair_iqp_zz,0.38279310490806095,0.602319587628866,0.5885309278350516,1.0,True,9,58,"{""feature_scale"": 1.0}",NumAromaticRings,0.1687428004049974,1,NumAromaticRings__LiPHEX_prediction,38,LiPHEX_prediction,0.775,0.4020618556701031,-0.09447995345160853,39,31,False
pair_rbf_control,0.36356465605853594,0.5871134020618557,0.5819587628865979,10.0,True,12,52,"{""gamma"": 0.3}",NumAromaticRings,0.15120245112517697,1,NumAromaticRings__LiPHEX_prediction,38,LiPHEX_prediction,0.7,0.4639175257731959,-0.06947841755450479,45,28,False
pair_phase_no_zz,0.3473005883188863,0.5502577319587629,0.49987113402061856,1.0,True,33,17,"{""feature_scale"": 0.5}",NumAromaticRings,-0.00030827570144013866,1,NumAromaticRings__sasa002_frac_polar_hetero_only,39,sasa002_frac_polar_hetero_only,0.175,0.8247422680412371,0.27875319221896816,80,7,False
pair_iqp_zz,0.29975862015675186,0.5051546391752577,0.5057989690721649,100.0,True,35,11,"{""feature_scale"": 0.5}",NumAromaticRings,0.016418896851168808,1,NumAromaticRings__sasa002_frac_polar_hetero_only,39,sasa002_frac_polar_hetero_only,0.125,0.8865979381443299,0.7376142446670942,86,5,False
pair_rbf_control,0.3091579970570113,0.5332474226804124,0.4887886597938144,100.0,True,31,24,"{""gamma"": 0.1}",NumAromaticRings,-0.02384128998933493,1,NumAromaticRings__sasa002_frac_polar_hetero_only,39,sasa002_frac_polar_hetero_only,0.225,0.7525773195876289,0.4562996359044377,73,9,False
pair_phase_no_zz,0.3920942247128379,0.5440721649484537,0.5742268041237113,100.0,True,32,5,"{""feature_scale"": 0.125}",nHalogen,0.23031599604417088,1,nHalogen__n_OP,40,n_OP,0.2,0.9484536082474226,0.03292828219863697,92,8,False
pair_iqp_zz,0.3816752799726884,0.6097938144329897,0.5742268041237113,10.0,True,32,5,"{""feature_scale"": 1.0}",nHalogen,0.23031599604417088,1,nHalogen__n_OP,40,n_OP,0.2,0.9484536082474226,0.12368744235912243,92,8,False
pair_rbf_control,0.3920942247128379,0.5440721649484537,0.5742268041237113,10.0,True,32,5,"{""gamma"": 0.03}",nHalogen,0.23031599604417088,1,nHalogen__n_OP,40,n_OP,0.2,0.9484536082474226,-0.030611198149510466,92,8,False
pair_phase_no_zz,0.3759232405786469,0.6012886597938144,0.5065721649484536,10.0,True,37,6,"{""feature_scale"": 0.25}",nHalogen,0.024122819863032805,1,nHalogen__LiPHEX_prediction,41,LiPHEX_prediction,0.075,0.9381443298969072,0.9754719889565321,91,3,False
pair_iqp_zz,0.3668980925192379,0.5909793814432989,0.49922680412371134,10.0,True,38,5,"{""feature_scale"": 0.25}",nHalogen,-0.003193115966799965,1,nHalogen__LiPHEX_prediction,41,LiPHEX_prediction,0.05,0.9484536082474226,0.9707507167550538,92,2,False
pair_rbf_control,0.41422569262879116,0.6067010309278351,0.5043814432989691,10.0,True,38,4,"{""gamma"": 0.1}",nHalogen,0.019469364737186187,1,nHalogen__LiPHEX_prediction,41,LiPHEX_prediction,0.05,0.9587628865979382,0.98038152948614,93,2,False
pair_phase_no_zz,0.3546090975092674,0.5556701030927834,0.5195876288659793,100.0,True,24,35,"{""feature_scale"": 0.125}",nHalogen,0.036846259929384916,1,nHalogen__sasa002_frac_polar_hetero_only,42,sasa002_frac_polar_hetero_only,0.4,0.6391752577319587,-0.01549911054316766,62,16,False
pair_iqp_zz,0.35256641213115447,0.554639175257732,0.5394329896907216,100.0,True,22,36,"{""feature_scale"": 0.125}",nHalogen,0.07337863650353978,1,nHalogen__sasa002_frac_polar_hetero_only,42,sasa002_frac_polar_hetero_only,0.45,0.6288659793814433,-0.06076566504431469,61,18,False
pair_rbf_control,0.35681400926721235,0.5644329896907216,0.5247422680412371,100.0,True,24,34,"{""gamma"": 0.01}",nHalogen,0.04673483755060695,1,nHalogen__sasa002_frac_polar_hetero_only,42,sasa002_frac_polar_hetero_only,0.4,0.6494845360824743,-0.04312851844254606,63,16,False
pair_phase_no_zz,0.41968713632769716,0.5051546391752577,0.5771907216494845,0.1,True,33,2,"{""feature_scale"": 0.125}",n_OP,0.2833248842736598,1,n_OP__LiPHEX_prediction,43,LiPHEX_prediction,0.175,0.979381443298969,-0.4083351436011128,95,7,False
pair_iqp_zz,0.4227077295484559,0.5043814432989691,0.5771907216494845,0.1,True,33,2,"{""feature_scale"": 0.125}",n_OP,0.2833248842736598,1,n_OP__LiPHEX_prediction,43,LiPHEX_prediction,0.175,0.979381443298969,-0.4084816324344146,95,7,False
pair_rbf_control,0.4126214551489437,0.6193298969072164,0.5668814432989691,10.0,True,33,4,"{""gamma"": 0.3}",n_OP,0.22380504900433768,1,n_OP__LiPHEX_prediction,43,LiPHEX_prediction,0.175,0.9587628865979382,0.9439229045839301,93,7,False
pair_phase_no_zz,0.44437887648962143,0.5663659793814433,0.5771907216494845,1.0,True,33,2,"{""feature_scale"": 0.25}",n_OP,0.2833248842736598,1,n_OP__sasa002_frac_polar_hetero_only,44,sasa002_frac_polar_hetero_only,0.175,0.979381443298969,-0.1818668314203829,95,7,False
pair_iqp_zz,0.42386714638879014,0.5743556701030929,0.5771907216494845,10.0,True,33,2,"{""feature_scale"": 0.5}",n_OP,0.2833248842736598,1,n_OP__sasa002_frac_polar_hetero_only,44,sasa002_frac_polar_hetero_only,0.175,0.979381443298969,0.45930661766062564,95,7,False
pair_rbf_control,0.4233980873991541,0.5679123711340206,0.5771907216494845,1.0,True,33,2,"{""gamma"": 0.1}",n_OP,0.2833248842736598,1,n_OP__sasa002_frac_polar_hetero_only,44,sasa002_frac_polar_hetero_only,0.175,0.979381443298969,0.04754969899088851,95,7,False
pair_phase_no_zz,0.359179102419499,0.5734536082474226,0.5373711340206185,10.0,True,30,17,"{""feature_scale"": 0.5}",LiPHEX_prediction,0.08542872219819919,1,LiPHEX_prediction__sasa002_frac_polar_hetero_only,45,sasa002_frac_polar_hetero_only,0.25,0.8247422680412371,0.32993701276495324,80,10,False
pair_iqp_zz,0.34797039222090403,0.5595360824742268,0.5623711340206186,0.1,True,28,17,"{""feature_scale"": 0.5}",LiPHEX_prediction,0.13884128425388856,1,LiPHEX_prediction__sasa002_frac_polar_hetero_only,45,sasa002_frac_polar_hetero_only,0.3,0.8247422680412371,0.12471254964872691,80,12,False
pair_rbf_control,0.37014458833977637,0.5724226804123711,0.5381443298969072,1.0,True,32,12,"{""gamma"": 0.3}",LiPHEX_prediction,0.09823537776180166,1,LiPHEX_prediction__sasa002_frac_polar_hetero_only,45,sasa002_frac_polar_hetero_only,0.2,0.8762886597938144,0.5734187249821691,85,8,False
pair_phase_no_zz,0.41896657015784877,0.5822734499205087,0.47794117647058826,1.0,True,37,3,"{""feature_scale"": 0.125}",MolLogP,-0.12650478333886217,2,MolLogP__MolWt,1,MolWt,0.0,0.9558823529411765,0.8391554003181192,65,0,False
pair_iqp_zz,0.41828422776822205,0.5810810810810811,0.47794117647058826,1.0,True,37,3,"{""feature_scale"": 0.125}",MolLogP,-0.12650478333886217,2,MolLogP__MolWt,1,MolWt,0.0,0.9558823529411765,0.8444644323582382,65,0,False
pair_rbf_control,0.553790497400998,0.660174880763116,0.5747217806041336,10.0,True,1,56,"{""gamma"": 0.3}",MolLogP,0.21675390815606252,2,MolLogP__MolWt,1,MolWt,0.972972972972973,0.17647058823529413,-0.9776011869653318,12,36,False
pair_phase_no_zz,0.3685330916582483,0.5532591414944357,0.5274244833068362,100.0,True,23,22,"{""feature_scale"": 0.25}",MolLogP,0.055201130530730017,2,MolLogP__TPSA_SP,2,TPSA_SP,0.3783783783783784,0.6764705882352942,0.14682676309049514,46,14,False
pair_iqp_zz,0.37304612797144254,0.562798092209857,0.5470985691573926,10.0,True,21,23,"{""feature_scale"": 0.25}",MolLogP,0.09312981845213589,2,MolLogP__TPSA_SP,2,TPSA_SP,0.43243243243243246,0.6617647058823529,0.10771932828998843,45,16,False
pair_rbf_control,0.394544109049525,0.5325914149443561,0.5200715421303657,1.0,True,23,23,"{""gamma"": 0.3}",MolLogP,0.04014308426073132,2,MolLogP__TPSA_SP,2,TPSA_SP,0.3783783783783784,0.6617647058823529,0.22466364099272476,45,14,False
pair_phase_no_zz,0.4340396540854828,0.6073131955484897,0.47058823529411764,0.1,True,37,4,"{""feature_scale"": 0.25}",MolLogP,-0.14679650453912008,2,MolLogP__NumHDonors,3,NumHDonors,0.0,0.9411764705882353,0.9333114341169948,64,0,False
pair_iqp_zz,0.38962569184385265,0.5675675675675675,0.47058823529411764,10.0,True,37,4,"{""feature_scale"": 0.5}",MolLogP,-0.14679650453912008,2,MolLogP__NumHDonors,3,NumHDonors,0.0,0.9411764705882353,1.0205128914220065,64,0,False
pair_rbf_control,0.37065185051320115,0.548489666136725,0.4852941176470588,10.0,True,37,2,"{""gamma"": 0.1}",MolLogP,-0.1027880888285491,2,MolLogP__NumHDonors,3,NumHDonors,0.0,0.9705882352941176,1.0181990113477184,66,0,False
pair_phase_no_zz,0.43852671125376064,0.6089030206677266,0.5184817170111288,0.1,True,34,3,"{""feature_scale"": 0.125}",MolLogP,0.0760736768969141,2,MolLogP__NumRotatableBonds,4,NumRotatableBonds,0.08108108108108109,0.9558823529411765,0.6169904222877158,65,3,False
pair_iqp_zz,0.45084875317571327,0.6029411764705882,0.580087440381558,100.0,True,24,13,"{""feature_scale"": 0.25}",MolLogP,0.17727582212967063,2,MolLogP__NumRotatableBonds,4,NumRotatableBonds,0.35135135135135137,0.8088235294117647,0.5581096029002173,55,13,False
pair_rbf_control,0.47239157691704003,0.5910174880763116,0.5971780604133545,10.0,True,26,7,"{""gamma"": 0.3}",MolLogP,0.2463528902645015,2,MolLogP__NumRotatableBonds,4,NumRotatableBonds,0.2972972972972973,0.8970588235294118,0.9289310548278014,61,11,False
pair_phase_no_zz,0.4537690108596548,0.5361685214626392,0.48946740858505566,100.0,True,22,29,"{""feature_scale"": 0.25}",MolLogP,-0.020395262318277114,2,MolLogP__NumAromaticRings,5,NumAromaticRings,0.40540540540540543,0.5735294117647058,0.2551039843537846,39,15,False
pair_iqp_zz,0.441938382420758,0.5266295707472178,0.48827503974562797,100.0,True,21,31,"{""feature_scale"": 0.25}",MolLogP,-0.02252857735213954,2,MolLogP__NumAromaticRings,5,NumAromaticRings,0.43243243243243246,0.5441176470588235,0.22864371975411357,37,16,False
pair_rbf_control,0.42186712033822055,0.5254372019077902,0.4759538950715421,100.0,True,23,29,"{""gamma"": 0.03}",MolLogP,-0.046719692900143536,2,MolLogP__NumAromaticRings,5,NumAromaticRings,0.3783783783783784,0.5735294117647058,0.10009466695926483,39,14,False
pair_phase_no_zz,0.44842859095395,0.6033386327503976,0.5667726550079492,10.0,True,19,24,"{""feature_scale"": 0.25}",MolLogP,0.13022340267860238,2,MolLogP__nHalogen,6,nHalogen,0.4864864864864865,0.6470588235294118,0.27941412945073973,44,18,False
pair_iqp_zz,0.48483357633900964,0.6160572337042926,0.565779014308426,100.0,True,12,37,"{""feature_scale"": 0.25}",MolLogP,0.12780345743758273,2,MolLogP__nHalogen,6,nHalogen,0.6756756756756757,0.45588235294117646,9.200371946371799e-05,31,25,False
pair_rbf_control,0.4618098210010758,0.6085055643879174,0.5492845786963434,10.0,True,29,8,"{""gamma"": 0.01}",MolLogP,0.13102113816877398,2,MolLogP__nHalogen,6,nHalogen,0.21621621621621623,0.8823529411764706,0.6610414627220162,60,8,False
pair_phase_no_zz,0.5133235622387201,0.6502384737678856,0.6253974562798092,10.0,True,25,5,"{""feature_scale"": 0.5}",MolLogP,0.3252432140396215,2,MolLogP__n_OP,7,n_OP,0.32432432432432434,0.9264705882352942,0.9970538805684799,63,12,False
pair_iqp_zz,0.5537341389995943,0.6760731319554848,0.6253974562798092,100.0,True,25,5,"{""feature_scale"": 0.5}",MolLogP,0.3252432140396215,2,MolLogP__n_OP,7,n_OP,0.32432432432432434,0.9264705882352942,0.3092253894371474,63,12,False
pair_rbf_control,0.534803680605505,0.6772655007949125,0.6253974562798092,10.0,True,25,5,"{""gamma"": 0.3}",MolLogP,0.3252432140396215,2,MolLogP__n_OP,7,n_OP,0.32432432432432434,0.9264705882352942,0.4014400483521076,63,12,False
pair_phase_no_zz,0.415288981167496,0.5878378378378378,0.47058823529411764,1.0,True,37,4,"{""feature_scale"": 0.125}",MolLogP,-0.14679650453912008,2,MolLogP__LiPHEX_prediction,8,LiPHEX_prediction,0.0,0.9411764705882353,0.8983684326420813,64,0,False
pair_iqp_zz,0.41806704039265363,0.589825119236884,0.47058823529411764,1.0,True,37,4,"{""feature_scale"": 0.125}",MolLogP,-0.14679650453912008,2,MolLogP__LiPHEX_prediction,8,LiPHEX_prediction,0.0,0.9411764705882353,0.872393239511788,64,0,False
pair_rbf_control,0.4174347530963647,0.5918124006359301,0.49523052464228934,1.0,True,33,8,"{""gamma"": 0.01}",MolLogP,-0.014322664733310758,2,MolLogP__LiPHEX_prediction,8,LiPHEX_prediction,0.10810810810810811,0.8823529411764706,0.5575461221935532,60,4,False
pair_phase_no_zz,0.38378483742437997,0.5751192368839428,0.5470985691573926,100.0,True,21,23,"{""feature_scale"": 0.25}",MolLogP,0.09312981845213589,2,MolLogP__sasa002_frac_polar_hetero_only,9,sasa002_frac_polar_hetero_only,0.43243243243243246,0.6617647058823529,0.043884020829646264,45,16,False
pair_iqp_zz,0.3908728290278205,0.5854531001589826,0.5174880763116056,10.0,True,27,16,"{""feature_scale"": 0.25}",MolLogP,0.038710353219382175,2,MolLogP__sasa002_frac_polar_hetero_only,9,sasa002_frac_polar_hetero_only,0.2702702702702703,0.7647058823529411,0.4179435581636426,52,10,False
pair_rbf_control,0.39294368068399516,0.5786963434022256,0.5606120826709062,100.0,True,20,23,"{""gamma"": 0.03}",MolLogP,0.11924985152265032,2,MolLogP__sasa002_frac_polar_hetero_only,9,sasa002_frac_polar_hetero_only,0.4594594594594595,0.6617647058823529,0.03643391613032243,45,17,False
pair_phase_no_zz,0.37557725459306346,0.5624006359300477,0.528616852146264,100.0,True,24,20,"{""feature_scale"": 0.25}",MolWt,0.05889574985567543,2,MolWt__TPSA_SP,10,TPSA_SP,0.35135135135135137,0.7058823529411765,-0.17521629519592263,48,13,False
pair_iqp_zz,0.378219984668108,0.5624006359300477,0.5101351351351351,100.0,True,27,17,"{""feature_scale"": 0.5}",MolWt,0.022155710118962356,2,MolWt__TPSA_SP,10,TPSA_SP,0.2702702702702703,0.75,0.07170034985778373,51,10,False
pair_rbf_control,0.3813850219504256,0.5139109697933228,0.5101351351351351,10.0,True,27,17,"{""gamma"": 0.3}",MolWt,0.022155710118962356,2,MolWt__TPSA_SP,10,TPSA_SP,0.2702702702702703,0.75,0.23368207011398645,51,10,False
pair_phase_no_zz,0.45507059042550047,0.6172496025437202,0.5719395866454691,100.0,True,11,38,"{""feature_scale"": 0.125}",MolWt,0.14088713472110792,2,MolWt__NumHDonors,11,NumHDonors,0.7027027027027027,0.4411764705882353,0.15723706027559947,30,26,False
pair_iqp_zz,0.45705885862924545,0.6208267090620032,0.5719395866454691,10.0,True,11,38,"{""feature_scale"": 0.125}",MolWt,0.14088713472110792,2,MolWt__NumHDonors,11,NumHDonors,0.7027027027027027,0.4411764705882353,0.3093471666402767,30,26,False
pair_rbf_control,0.4378269572470709,0.609697933227345,0.5743243243243243,100.0,True,13,34,"{""gamma"": 0.01}",MolWt,0.14280826999491844,2,MolWt__NumHDonors,11,NumHDonors,0.6486486486486487,0.5,0.48305650913377374,34,24,False
pair_phase_no_zz,0.46469159544234423,0.5532591414944357,0.5777027027027027,10.0,True,22,17,"{""feature_scale"": 1.0}",MolWt,0.16128167299841745,2,MolWt__NumRotatableBonds,12,NumRotatableBonds,0.40540540540540543,0.75,0.3211923069889112,51,15,False
pair_iqp_zz,0.3854457161864635,0.5174880763116056,0.4924483306836248,10.0,True,6,58,"{""feature_scale"": 1.0}",MolWt,-0.020075819558118595,2,MolWt__NumRotatableBonds,12,NumRotatableBonds,0.8378378378378378,0.14705882352941177,-0.9390489333415093,10,31,False
pair_rbf_control,0.4894432879717707,0.624006359300477,0.5806836248012719,10.0,True,6,46,"{""gamma"": 0.3}",MolWt,0.1743196466577093,2,MolWt__NumRotatableBonds,12,NumRotatableBonds,0.8378378378378378,0.3235294117647059,-0.8903034450035315,22,31,False
pair_phase_no_zz,0.3827982703405994,0.5007949125596185,0.5371621621621622,10.0,True,25,17,"{""feature_scale"": 0.125}",MolWt,0.07941096856038858,2,MolWt__NumAromaticRings,13,NumAromaticRings,0.32432432432432434,0.75,0.3552344711268225,51,12,False
pair_iqp_zz,0.3830232804910577,0.5027821939586645,0.4682034976152623,10.0,True,35,8,"{""feature_scale"": 0.125}",MolWt,-0.10349106629695173,2,MolWt__NumAromaticRings,13,NumAromaticRings,0.05405405405405406,0.8823529411764706,1.0034425320605092,60,2,False
pair_rbf_control,0.38772498501324415,0.5067567567567568,0.5506756756756757,10.0,True,24,17,"{""gamma"": 0.01}",MolWt,0.1071750273453965,2,MolWt__NumAromaticRings,13,NumAromaticRings,0.35135135135135137,0.75,0.3165251891640175,51,13,False
pair_phase_no_zz,0.393521878246546,0.593402225755167,0.5939984101748808,10.0,True,11,35,"{""feature_scale"": 1.0}",MolWt,0.18201809578386935,2,MolWt__nHalogen,14,nHalogen,0.7027027027027027,0.4852941176470588,-0.2842600039079971,33,26,False
pair_iqp_zz,0.478066722538203,0.6244038155802862,0.5369634340222575,10.0,True,31,6,"{""feature_scale"": 1.0}",MolWt,0.11100065168315837,2,MolWt__nHalogen,14,nHalogen,0.16216216216216217,0.9117647058823529,1.037806638406652,62,6,False
pair_rbf_control,0.4630632619203665,0.6351351351351352,0.49880763116057236,100.0,True,36,2,"{""gamma"": 0.3}",MolWt,-0.006838096396695252,2,MolWt__nHalogen,14,nHalogen,0.02702702702702703,0.9705882352941176,1.7261552886572145,66,1,False
pair_phase_no_zz,0.5948191951056534,0.6124801271860094,0.6548092209856916,100.0,True,25,1,"{""feature_scale"": 1.0}",MolWt,0.44907259163184227,2,MolWt__n_OP,15,n_OP,0.32432432432432434,0.9852941176470589,0.9993285707883515,67,12,False
pair_iqp_zz,0.6047855204626574,0.68879173290938,0.6401033386327504,10.0,True,25,3,"{""feature_scale"": 0.5}",MolWt,0.38253124536839456,2,MolWt__n_OP,15,n_OP,0.32432432432432434,0.9558823529411765,0.5213216815178073,65,12,False
pair_rbf_control,0.579449037140561,0.6903815580286169,0.6401033386327504,10.0,True,25,3,"{""gamma"": 0.1}",MolWt,0.38253124536839456,2,MolWt__n_OP,15,n_OP,0.32432432432432434,0.9558823529411765,0.3150720334862817,65,12,False
pair_phase_no_zz,0.44283150611223265,0.5993640699523053,0.5099364069952306,0.1,True,33,6,"{""feature_scale"": 1.0}",MolWt,0.032340958217797415,2,MolWt__LiPHEX_prediction,16,LiPHEX_prediction,0.10810810810810811,0.9117647058823529,0.7142785841412884,62,4,False
pair_iqp_zz,0.3183206989891818,0.4689984101748808,0.5232511923688394,0.1,True,1,63,"{""feature_scale"": 1.0}",MolWt,0.09570559351547257,2,MolWt__LiPHEX_prediction,16,LiPHEX_prediction,0.972972972972973,0.07352941176470588,-1.043356967620071,5,36,False
pair_rbf_control,0.4122062752257835,0.564785373608903,0.49880763116057236,10.0,True,36,2,"{""gamma"": 0.3}",MolWt,-0.006838096396695252,2,MolWt__LiPHEX_prediction,16,LiPHEX_prediction,0.02702702702702703,0.9705882352941176,1.2134392084716092,66,1,False
pair_phase_no_zz,0.4014886828748577,0.5782988871224165,0.5274244833068362,100.0,True,23,22,"{""feature_scale"": 0.5}",MolWt,0.055201130530730017,2,MolWt__sasa002_frac_polar_hetero_only,17,sasa002_frac_polar_hetero_only,0.3783783783783784,0.6764705882352942,-0.22875424090207797,46,14,False
pair_iqp_zz,0.4127886400846448,0.5735294117647058,0.556637519872814,10.0,True,29,7,"{""feature_scale"": 0.5}",MolWt,0.15464029068084034,2,MolWt__sasa002_frac_polar_hetero_only,17,sasa002_frac_polar_hetero_only,0.21621621621621623,0.8970588235294118,0.8758442253906543,61,8,False
pair_rbf_control,0.37756265974435854,0.5345786963434023,0.49523052464228934,100.0,True,33,8,"{""gamma"": 0.3}",MolWt,-0.014322664733310758,2,MolWt__sasa002_frac_polar_hetero_only,17,sasa002_frac_polar_hetero_only,0.10810810810810811,0.8823529411764706,1.2037334256929173,60,4,False
pair_phase_no_zz,0.4693493383084601,0.5566375198728141,0.5480922098569158,0.1,True,28,10,"{""feature_scale"": 1.0}",TPSA_SP,0.11935318737189474,2,TPSA_SP__NumHDonors,18,NumHDonors,0.24324324324324326,0.8529411764705882,0.5625393929740243,58,9,False
pair_iqp_zz,0.45728506150021825,0.5439189189189189,0.5516693163751987,0.1,True,31,4,"{""feature_scale"": 1.0}",TPSA_SP,0.16817298273254658,2,TPSA_SP__NumHDonors,18,NumHDonors,0.16216216216216217,0.9411764705882353,0.7595565774195467,64,6,False
pair_rbf_control,0.4567469887506791,0.6472575516693164,0.5308028616852146,10.0,True,32,5,"{""gamma"": 0.1}",TPSA_SP,0.100256970475172,2,TPSA_SP__NumHDonors,18,NumHDonors,0.13513513513513514,0.9264705882352942,0.9646583183901822,63,5,False
pair_phase_no_zz,0.4116286742606602,0.5383545310015898,0.5480922098569158,0.1,True,28,10,"{""feature_scale"": 1.0}",TPSA_SP,0.11935318737189474,2,TPSA_SP__NumRotatableBonds,19,NumRotatableBonds,0.24324324324324326,0.8529411764705882,0.5607333187239356,58,9,False
pair_iqp_zz,0.47192883295120613,0.5896263910969795,0.553060413354531,0.1,True,26,13,"{""feature_scale"": 0.5}",TPSA_SP,0.12072794623328764,2,TPSA_SP__NumRotatableBonds,19,NumRotatableBonds,0.2972972972972973,0.8088235294117647,0.511198093382552,55,11,False
pair_rbf_control,0.46092220346094603,0.576112877583466,0.5616057233704292,0.1,True,27,10,"{""gamma"": 0.3}",TPSA_SP,0.14989319430782577,2,TPSA_SP__NumRotatableBonds,19,NumRotatableBonds,0.2702702702702703,0.8529411764705882,0.6532717132212293,58,10,False
pair_phase_no_zz,0.4403708220297159,0.56637519872814,0.5272257551669317,0.1,True,29,11,"{""feature_scale"": 0.5}",TPSA_SP,0.06756771351218833,2,TPSA_SP__NumAromaticRings,20,NumAromaticRings,0.21621621621621623,0.8382352941176471,0.6025792022494142,57,8,False
pair_iqp_zz,0.4467071737171171,0.5703497615262321,0.5210651828298887,0.1,True,30,10,"{""feature_scale"": 0.5}",TPSA_SP,0.05463673643137856,2,TPSA_SP__NumAromaticRings,20,NumAromaticRings,0.1891891891891892,0.8529411764705882,0.7216797721332144,58,7,False
pair_rbf_control,0.3731151859892893,0.46820349761526225,0.5310015898251192,100.0,True,26,16,"{""gamma"": 0.3}",TPSA_SP,0.06777040742270839,2,TPSA_SP__NumAromaticRings,20,NumAromaticRings,0.2972972972972973,0.7647058823529411,0.917104753455588,52,11,False
pair_phase_no_zz,0.46129366028165314,0.6369236883942767,0.6428855325914149,100.0,True,15,21,"{""feature_scale"": 0.125}",TPSA_SP,0.2776153652496133,2,TPSA_SP__nHalogen,21,nHalogen,0.5945945945945946,0.6911764705882353,0.06356632299106968,47,22,False
pair_iqp_zz,0.4738560672211229,0.5932034976152623,0.5554451510333863,0.1,True,28,9,"{""feature_scale"": 1.0}",TPSA_SP,0.14055717051901007,2,TPSA_SP__nHalogen,21,nHalogen,0.24324324324324326,0.8676470588235294,0.4832829256424372,59,9,False
