ARM,AUPRC,AUROC,BALANCED_ACCURACY,C,EXPLORATORY_OUTER_RESULT,FN,FP,KERNEL_PARAMS,LEFT_FEATURE,MCC,OUTER_FOLD,PAIR,PAIR_INDEX,RIGHT_FEATURE,SENSITIVITY,SPECIFICITY,THRESHOLD,TN,TP,USED_FOR_PATH_SELECTION
pair_rbf_control,0.44718531331491007,0.6186406995230526,0.5556438791732909,1.0,True,22,20,"{""gamma"": 0.3}",TPSA_SP,0.11277677488692019,2,TPSA_SP__nHalogen,21,nHalogen,0.40540540540540543,0.7058823529411765,0.20893651364823906,48,15,False
pair_phase_no_zz,0.5718490536415446,0.6444753577106518,0.6548092209856916,100.0,True,25,1,"{""feature_scale"": 0.125}",TPSA_SP,0.44907259163184227,2,TPSA_SP__n_OP,22,n_OP,0.32432432432432434,0.9852941176470589,0.12028302949319425,67,12,False
pair_iqp_zz,0.5536232038661593,0.5737281399046106,0.6548092209856916,1.0,True,25,1,"{""feature_scale"": 0.5}",TPSA_SP,0.44907259163184227,2,TPSA_SP__n_OP,22,n_OP,0.32432432432432434,0.9852941176470589,0.02835126274447512,67,12,False
pair_rbf_control,0.5390049262517116,0.6047297297297297,0.6339427662957074,100.0,True,26,2,"{""gamma"": 0.3}",TPSA_SP,0.3885429098329418,2,TPSA_SP__n_OP,22,n_OP,0.2972972972972973,0.9705882352941176,0.9996341722418278,66,11,False
pair_phase_no_zz,0.37183798969050363,0.5333863275039746,0.47217806041335453,10.0,True,26,24,"{""feature_scale"": 0.5}",TPSA_SP,-0.05638838744346009,2,TPSA_SP__LiPHEX_prediction,23,LiPHEX_prediction,0.2972972972972973,0.6470588235294118,0.5441045412396404,44,11,False
pair_iqp_zz,0.38219138752908643,0.5294117647058824,0.4342209856915739,0.1,True,25,31,"{""feature_scale"": 0.5}",TPSA_SP,-0.12780345743758273,2,TPSA_SP__LiPHEX_prediction,23,LiPHEX_prediction,0.32432432432432434,0.5441176470588235,0.1817100726897521,37,12,False
pair_rbf_control,0.38362428545120353,0.5282193958664547,0.44276629570747217,1.0,True,26,28,"{""gamma"": 0.3}",TPSA_SP,-0.11317041229626638,2,TPSA_SP__LiPHEX_prediction,23,LiPHEX_prediction,0.2972972972972973,0.5882352941176471,0.4144688054463418,40,11,False
pair_phase_no_zz,0.3973124055476504,0.45310015898251194,0.5127186009538951,0.1,True,23,24,"{""feature_scale"": 1.0}",TPSA_SP,0.02528689213068028,2,TPSA_SP__sasa002_frac_polar_hetero_only,24,sasa002_frac_polar_hetero_only,0.3783783783783784,0.6470588235294118,0.007959068889417956,44,14,False
pair_iqp_zz,0.33253933446457307,0.44674085850556444,0.4429650238473768,0.1,True,20,39,"{""feature_scale"": 0.5}",TPSA_SP,-0.10922813661252605,2,TPSA_SP__sasa002_frac_polar_hetero_only,24,sasa002_frac_polar_hetero_only,0.4594594594594595,0.4264705882352941,-0.15951637755837295,29,17,False
pair_rbf_control,0.370388100513389,0.47217806041335453,0.4564785373608903,0.1,True,19,39,"{""gamma"": 0.3}",TPSA_SP,-0.08347006466044504,2,TPSA_SP__sasa002_frac_polar_hetero_only,24,sasa002_frac_polar_hetero_only,0.4864864864864865,0.4264705882352941,-0.26187681845690647,29,18,False
pair_phase_no_zz,0.5225892253051074,0.6824324324324323,0.6047297297297297,100.0,True,20,17,"{""feature_scale"": 0.125}",NumHDonors,0.2138388764777403,2,NumHDonors__NumRotatableBonds,25,NumRotatableBonds,0.4594594594594595,0.75,0.4711023003974977,51,17,False
pair_iqp_zz,0.5287089260303942,0.6840222575516693,0.6023449920508743,100.0,True,18,21,"{""feature_scale"": 0.125}",NumHDonors,0.20135630666939316,2,NumHDonors__NumRotatableBonds,25,NumRotatableBonds,0.5135135135135135,0.6911764705882353,0.43347388837780176,47,19,False
pair_rbf_control,0.46565662677409486,0.6641494435612082,0.5739268680445151,1.0,True,25,12,"{""gamma"": 0.3}",NumHDonors,0.16820522845986144,2,NumHDonors__NumRotatableBonds,25,NumRotatableBonds,0.32432432432432434,0.8235294117647058,0.7476379117544206,56,12,False
pair_phase_no_zz,0.3795884755080525,0.5518680445151033,0.4978139904610493,0.1,True,29,15,"{""feature_scale"": 0.125}",NumHDonors,-0.005049710986601668,2,NumHDonors__NumAromaticRings,26,NumAromaticRings,0.21621621621621623,0.7794117647058824,0.9999999595495603,53,8,False
pair_iqp_zz,0.3795884755080525,0.5518680445151033,0.4978139904610493,0.1,True,29,15,"{""feature_scale"": 0.125}",NumHDonors,-0.005049710986601668,2,NumHDonors__NumAromaticRings,26,NumAromaticRings,0.21621621621621623,0.7794117647058824,0.9999999655221001,53,8,False
pair_rbf_control,0.3795884755080525,0.5518680445151033,0.5,0.1,True,37,0,"{""gamma"": 0.01}",NumHDonors,0.0,2,NumHDonors__NumAromaticRings,26,NumAromaticRings,0.0,1.0,1.0000000609266315,68,0,False
pair_phase_no_zz,0.42910376032915154,0.6025437201907791,0.5667726550079492,10.0,True,19,24,"{""feature_scale"": 0.125}",NumHDonors,0.13022340267860238,2,NumHDonors__nHalogen,27,nHalogen,0.4864864864864865,0.6470588235294118,0.8559196739060448,44,18,False
pair_iqp_zz,0.42910376032915154,0.6025437201907791,0.5667726550079492,10.0,True,19,24,"{""feature_scale"": 0.125}",NumHDonors,0.13022340267860238,2,NumHDonors__nHalogen,27,nHalogen,0.4864864864864865,0.6470588235294118,0.8531428716629117,44,18,False
pair_rbf_control,0.42923461993401074,0.602543720190779,0.5667726550079492,10.0,True,19,24,"{""gamma"": 0.01}",NumHDonors,0.13022340267860238,2,NumHDonors__nHalogen,27,nHalogen,0.4864864864864865,0.6470588235294118,0.9996920424137556,44,18,False
pair_phase_no_zz,0.568340273760497,0.6627583465818759,0.6548092209856916,100.0,True,25,1,"{""feature_scale"": 0.5}",NumHDonors,0.44907259163184227,2,NumHDonors__n_OP,28,n_OP,0.32432432432432434,0.9852941176470589,-0.7067957556172301,67,12,False
pair_iqp_zz,0.5704140908744488,0.6810413354531002,0.6548092209856916,1.0,True,25,1,"{""feature_scale"": 0.125}",NumHDonors,0.44907259163184227,2,NumHDonors__n_OP,28,n_OP,0.32432432432432434,0.9852941176470589,-0.3295539511509136,67,12,False
pair_rbf_control,0.5524978334256684,0.6420906200317965,0.6548092209856916,0.1,True,25,1,"{""gamma"": 0.03}",NumHDonors,0.44907259163184227,2,NumHDonors__n_OP,28,n_OP,0.32432432432432434,0.9852941176470589,-0.38133891384122265,67,12,False
pair_phase_no_zz,0.4636149494127527,0.6140699523052464,0.5568362480127187,0.1,True,23,18,"{""feature_scale"": 1.0}",NumHDonors,0.11797073779423885,2,NumHDonors__LiPHEX_prediction,29,LiPHEX_prediction,0.3783783783783784,0.7352941176470589,0.4227491404197471,50,14,False
pair_iqp_zz,0.46210871013864324,0.6319554848966614,0.5596184419713832,100.0,True,13,36,"{""feature_scale"": 0.125}",NumHDonors,0.1151023138790327,2,NumHDonors__LiPHEX_prediction,29,LiPHEX_prediction,0.6486486486486487,0.47058823529411764,0.13376315962969487,32,24,False
pair_rbf_control,0.47055634863442375,0.6466613672496025,0.5701510333863276,1.0,True,28,7,"{""gamma"": 0.1}",NumHDonors,0.18649379747410166,2,NumHDonors__LiPHEX_prediction,29,LiPHEX_prediction,0.24324324324324326,0.8970588235294118,0.986720817162099,61,9,False
pair_phase_no_zz,0.3429794681846663,0.4638314785373609,0.46224165341812407,100.0,True,30,18,"{""feature_scale"": 0.5}",NumHDonors,-0.08469997550505218,2,NumHDonors__sasa002_frac_polar_hetero_only,30,sasa002_frac_polar_hetero_only,0.1891891891891892,0.7352941176470589,0.5947691988012356,50,7,False
pair_iqp_zz,0.35158019355956166,0.5135135135135135,0.492845786963434,100.0,True,31,12,"{""feature_scale"": 0.25}",NumHDonors,-0.018136409099227105,2,NumHDonors__sasa002_frac_polar_hetero_only,30,sasa002_frac_polar_hetero_only,0.16216216216216217,0.8235294117647058,0.6639488766408572,56,6,False
pair_rbf_control,0.3780091845025789,0.5,0.48688394276629576,10.0,True,26,22,"{""gamma"": 0.3}",NumHDonors,-0.026993885350517905,2,NumHDonors__sasa002_frac_polar_hetero_only,30,sasa002_frac_polar_hetero_only,0.2972972972972973,0.6764705882352942,0.5431208037383188,46,11,False
pair_phase_no_zz,0.4186642294745213,0.5480922098569158,0.49761526232114467,0.1,True,35,4,"{""feature_scale"": 0.125}",NumRotatableBonds,-0.009815958309279239,2,NumRotatableBonds__NumAromaticRings,31,NumAromaticRings,0.05405405405405406,0.9411764705882353,0.7697807175479408,64,2,False
pair_iqp_zz,0.4186642294745213,0.5480922098569158,0.49761526232114467,0.1,True,35,4,"{""feature_scale"": 0.125}",NumRotatableBonds,-0.009815958309279239,2,NumRotatableBonds__NumAromaticRings,31,NumAromaticRings,0.05405405405405406,0.9411764705882353,0.7720426912175977,64,2,False
pair_rbf_control,0.4186642294745213,0.5480922098569158,0.49761526232114467,0.1,True,35,4,"{""gamma"": 0.01}",NumRotatableBonds,-0.009815958309279239,2,NumRotatableBonds__NumAromaticRings,31,NumAromaticRings,0.05405405405405406,0.9411764705882353,0.8487125518744398,64,2,False
pair_phase_no_zz,0.5323964653226968,0.6705087440381557,0.6033386327503975,100.0,True,25,8,"{""feature_scale"": 0.25}",NumRotatableBonds,0.25143374529054646,2,NumRotatableBonds__nHalogen,32,nHalogen,0.32432432432432434,0.8823529411764706,0.6713410777129656,60,12,False
pair_iqp_zz,0.5378950906371102,0.6709062003179651,0.6476550079491257,100.0,True,19,13,"{""feature_scale"": 0.25}",NumRotatableBonds,0.30926928378367374,2,NumRotatableBonds__nHalogen,32,nHalogen,0.4864864864864865,0.8088235294117647,0.48517195730057106,55,18,False
pair_rbf_control,0.5696538229003094,0.6776629570747218,0.5947933227344993,100.0,True,24,11,"{""gamma"": 0.03}",NumRotatableBonds,0.21568251068643524,2,NumRotatableBonds__nHalogen,32,nHalogen,0.35135135135135137,0.8382352941176471,0.3019811616617727,57,13,False
pair_phase_no_zz,0.5962633439808791,0.6263910969793324,0.6548092209856916,100.0,True,25,1,"{""feature_scale"": 1.0}",NumRotatableBonds,0.44907259163184227,2,NumRotatableBonds__n_OP,33,n_OP,0.32432432432432434,0.9852941176470589,0.6751203689119047,67,12,False
pair_iqp_zz,0.6129779616167594,0.6530206677265502,0.6621621621621622,1.0,True,25,0,"{""feature_scale"": 0.5}",NumRotatableBonds,0.4869706009325658,2,NumRotatableBonds__n_OP,33,n_OP,0.32432432432432434,1.0,0.32577049124363494,68,12,False
pair_rbf_control,0.6192474065242286,0.624006359300477,0.6401033386327504,100.0,True,25,3,"{""gamma"": 0.3}",NumRotatableBonds,0.38253124536839456,2,NumRotatableBonds__n_OP,33,n_OP,0.32432432432432434,0.9558823529411765,0.7017382901168203,65,12,False
pair_phase_no_zz,0.3739016962167099,0.5425278219395866,0.48330683624801274,10.0,True,23,28,"{""feature_scale"": 0.25}",NumRotatableBonds,-0.032555850669650596,2,NumRotatableBonds__LiPHEX_prediction,34,LiPHEX_prediction,0.3783783783783784,0.5882352941176471,0.6081462983204041,40,14,False
pair_iqp_zz,0.40144605170028236,0.552066772655008,0.4880763116057234,0.1,True,27,20,"{""feature_scale"": 0.5}",NumRotatableBonds,-0.02521765349303447,2,NumRotatableBonds__LiPHEX_prediction,34,LiPHEX_prediction,0.2702702702702703,0.7058823529411765,0.52973562691464,48,10,False
pair_rbf_control,0.38157566442771507,0.5393481717011128,0.49542925278219396,1.0,True,27,19,"{""gamma"": 0.3}",NumRotatableBonds,-0.009767124475341912,2,NumRotatableBonds__LiPHEX_prediction,34,LiPHEX_prediction,0.2702702702702703,0.7205882352941176,0.6082488015650243,49,10,False
pair_phase_no_zz,0.4305334496105413,0.5445151033386327,0.619435612082671,0.1,True,20,15,"{""feature_scale"": 0.5}",NumRotatableBonds,0.24790354340677462,2,NumRotatableBonds__sasa002_frac_polar_hetero_only,35,sasa002_frac_polar_hetero_only,0.4594594594594595,0.7794117647058824,0.3915285028352762,53,17,False
pair_iqp_zz,0.37505411976795994,0.4364069952305246,0.528616852146264,1.0,True,24,20,"{""feature_scale"": 1.0}",NumRotatableBonds,0.05889574985567543,2,NumRotatableBonds__sasa002_frac_polar_hetero_only,35,sasa002_frac_polar_hetero_only,0.35135135135135137,0.7058823529411765,0.050176517713356836,48,13,False
pair_rbf_control,0.44616071408906116,0.5389507154213037,0.6168521462639109,10.0,True,24,8,"{""gamma"": 0.1}",NumRotatableBonds,0.279108277990115,2,NumRotatableBonds__sasa002_frac_polar_hetero_only,35,sasa002_frac_polar_hetero_only,0.35135135135135137,0.8823529411764706,0.7695540700001198,60,13,False
pair_phase_no_zz,0.35074367193344774,0.46701112877583467,0.501987281399046,10.0,True,14,42,"{""feature_scale"": 0.125}",NumAromaticRings,0.003909831197463945,2,NumAromaticRings__nHalogen,36,nHalogen,0.6216216216216216,0.38235294117647056,-0.17270855158996845,26,23,False
pair_iqp_zz,0.3323759698180632,0.47217806041335453,0.5254372019077902,0.1,True,9,48,"{""feature_scale"": 0.25}",NumAromaticRings,0.05435617099320716,2,NumAromaticRings__nHalogen,36,nHalogen,0.7567567567567568,0.29411764705882354,-0.26830329926019814,20,28,False
pair_rbf_control,0.3530536325342719,0.47257551669316383,0.501987281399046,10.0,True,14,42,"{""gamma"": 0.01}",NumAromaticRings,0.003909831197463945,2,NumAromaticRings__nHalogen,36,nHalogen,0.6216216216216216,0.38235294117647056,-0.1426670051246477,26,23,False
pair_phase_no_zz,0.5550668591209131,0.5900238473767885,0.6548092209856916,10.0,True,25,1,"{""feature_scale"": 0.125}",NumAromaticRings,0.44907259163184227,2,NumAromaticRings__n_OP,37,n_OP,0.32432432432432434,0.9852941176470589,-0.22002448024007015,67,12,False
pair_iqp_zz,0.4597374886848571,0.5411367249602543,0.5872416534181241,100.0,True,30,1,"{""feature_scale"": 0.5}",NumAromaticRings,0.3141798595564627,2,NumAromaticRings__n_OP,37,n_OP,0.1891891891891892,0.9852941176470589,0.9998773763529192,67,7,False
pair_rbf_control,0.5583699246489944,0.6003577106518283,0.6548092209856916,0.1,True,25,1,"{""gamma"": 0.3}",NumAromaticRings,0.44907259163184227,2,NumAromaticRings__n_OP,37,n_OP,0.32432432432432434,0.9852941176470589,0.460718270999371,67,12,False
pair_phase_no_zz,0.3756095706752997,0.4666136724960255,0.5401430842607313,1.0,True,9,46,"{""feature_scale"": 0.125}",NumAromaticRings,0.08408128576622086,2,NumAromaticRings__LiPHEX_prediction,38,LiPHEX_prediction,0.7567567567567568,0.3235294117647059,0.203262967622182,22,28,False
pair_iqp_zz,0.44785637575325377,0.5822734499205088,0.47933227344992047,0.1,True,32,12,"{""feature_scale"": 0.5}",NumAromaticRings,-0.053605854611918594,2,NumAromaticRings__LiPHEX_prediction,38,LiPHEX_prediction,0.13513513513513514,0.8235294117647058,0.7081687170555084,56,5,False
pair_rbf_control,0.4195791350412934,0.5401430842607314,0.5099364069952306,0.1,True,33,6,"{""gamma"": 0.3}",NumAromaticRings,0.032340958217797415,2,NumAromaticRings__LiPHEX_prediction,38,LiPHEX_prediction,0.10810810810810811,0.9117647058823529,0.9753395920976509,62,4,False
pair_phase_no_zz,0.42849608269031647,0.5429252782193958,0.5425278219395866,0.1,True,11,42,"{""feature_scale"": 0.5}",NumAromaticRings,0.08505564387917329,2,NumAromaticRings__sasa002_frac_polar_hetero_only,39,sasa002_frac_polar_hetero_only,0.7027027027027027,0.38235294117647056,-0.728930287776748,26,26,False
pair_iqp_zz,0.41037470171763,0.5802861685214626,0.5027821939586645,10.0,True,27,18,"{""feature_scale"": 0.125}",NumAromaticRings,0.0060110222985417005,2,NumAromaticRings__sasa002_frac_polar_hetero_only,39,sasa002_frac_polar_hetero_only,0.2702702702702703,0.7352941176470589,-0.1347969858976068,50,10,False
pair_rbf_control,0.4137345098255599,0.5075516693163752,0.5480922098569158,0.1,True,28,10,"{""gamma"": 0.3}",NumAromaticRings,0.11935318737189474,2,NumAromaticRings__sasa002_frac_polar_hetero_only,39,sasa002_frac_polar_hetero_only,0.24324324324324326,0.8529411764705882,0.46529830503728664,58,9,False
pair_phase_no_zz,0.5750345418823679,0.6408982511923688,0.6462639109697933,10.0,True,24,4,"{""feature_scale"": 0.25}",nHalogen,0.37936450956127005,2,nHalogen__n_OP,40,n_OP,0.35135135135135137,0.9411764705882353,0.18342912304417736,64,13,False
pair_iqp_zz,0.5811273229751491,0.6401033386327504,0.6597774244833068,100.0,True,23,4,"{""feature_scale"": 0.25}",nHalogen,0.4050464698827386,2,nHalogen__n_OP,40,n_OP,0.3783783783783784,0.9411764705882353,-0.08591576848142812,64,14,False
pair_rbf_control,0.5804277906579697,0.6405007949125595,0.6462639109697933,0.1,True,24,4,"{""gamma"": 0.1}",nHalogen,0.37936450956127005,2,nHalogen__n_OP,40,n_OP,0.35135135135135137,0.9411764705882353,-0.07279103997412861,64,13,False
pair_phase_no_zz,0.43708194820851487,0.5914149443561209,0.5172893481717011,10.0,True,33,5,"{""feature_scale"": 0.25}",nHalogen,0.05900747933874171,2,nHalogen__LiPHEX_prediction,41,LiPHEX_prediction,0.10810810810810811,0.9264705882352942,0.9903244267617148,63,4,False
pair_iqp_zz,0.38583707911864795,0.5659777424483307,0.48171701112877585,10.0,True,34,8,"{""feature_scale"": 0.25}",nHalogen,-0.057039044216151746,2,nHalogen__LiPHEX_prediction,41,LiPHEX_prediction,0.08108108108108109,0.8823529411764706,0.9858332952853612,60,3,False
pair_rbf_control,0.4409508330181878,0.6061208267090621,0.50258346581876,10.0,True,33,7,"{""gamma"": 0.1}",nHalogen,0.00805986494358666,2,nHalogen__LiPHEX_prediction,41,LiPHEX_prediction,0.10810810810810811,0.8970588235294118,0.9716496110728192,61,4,False
pair_phase_no_zz,0.4448275619791071,0.6192368839427663,0.6381160572337043,100.0,True,11,29,"{""feature_scale"": 0.125}",nHalogen,0.26421844925938837,2,nHalogen__sasa002_frac_polar_hetero_only,42,sasa002_frac_polar_hetero_only,0.7027027027027027,0.5735294117647058,-0.31604269209862457,39,26,False
pair_iqp_zz,0.44679087107033283,0.620429252782194,0.6246025437201908,100.0,True,12,29,"{""feature_scale"": 0.125}",nHalogen,0.23819369115155128,2,nHalogen__sasa002_frac_polar_hetero_only,42,sasa002_frac_polar_hetero_only,0.6756756756756757,0.5735294117647058,-0.2914998305478891,39,25,False
pair_rbf_control,0.4437483944506331,0.6100953895071543,0.6246025437201908,100.0,True,12,29,"{""gamma"": 0.01}",nHalogen,0.23819369115155128,2,nHalogen__sasa002_frac_polar_hetero_only,42,sasa002_frac_polar_hetero_only,0.6756756756756757,0.5735294117647058,-0.3840352372514886,39,25,False
pair_phase_no_zz,0.5731397198781629,0.5325914149443561,0.6548092209856916,0.1,True,25,1,"{""feature_scale"": 0.125}",n_OP,0.44907259163184227,2,n_OP__LiPHEX_prediction,43,LiPHEX_prediction,0.32432432432432434,0.9852941176470589,-0.34339377282826467,67,12,False
pair_iqp_zz,0.5358672888645368,0.6144674085850557,0.6045310015898251,100.0,True,26,6,"{""feature_scale"": 1.0}",n_OP,0.2711219185179729,2,n_OP__LiPHEX_prediction,43,LiPHEX_prediction,0.2972972972972973,0.9117647058823529,0.5096781484310657,62,11,False
pair_rbf_control,0.5641005837662851,0.616852146263911,0.6450715421303657,10.0,True,23,6,"{""gamma"": 0.3}",n_OP,0.35297429627326715,2,n_OP__LiPHEX_prediction,43,LiPHEX_prediction,0.3783783783783784,0.9117647058823529,0.10981213432904643,62,14,False
pair_phase_no_zz,0.5948173548958322,0.613275039745628,0.6548092209856916,1.0,True,25,1,"{""feature_scale"": 0.5}",n_OP,0.44907259163184227,2,n_OP__sasa002_frac_polar_hetero_only,44,sasa002_frac_polar_hetero_only,0.32432432432432434,0.9852941176470589,0.7379320360926845,67,12,False
pair_iqp_zz,0.5841969326103773,0.5846581875993642,0.6548092209856916,0.1,True,25,1,"{""feature_scale"": 0.25}",n_OP,0.44907259163184227,2,n_OP__sasa002_frac_polar_hetero_only,44,sasa002_frac_polar_hetero_only,0.32432432432432434,0.9852941176470589,-0.42693855877700926,67,12,False
pair_rbf_control,0.5803318394404149,0.5794912559618441,0.6548092209856916,0.1,True,25,1,"{""gamma"": 0.1}",n_OP,0.44907259163184227,2,n_OP__sasa002_frac_polar_hetero_only,44,sasa002_frac_polar_hetero_only,0.32432432432432434,0.9852941176470589,-0.39484029408366006,67,12,False
pair_phase_no_zz,0.3697286756835747,0.5548489666136726,0.48946740858505566,1.0,True,22,29,"{""feature_scale"": 0.5}",LiPHEX_prediction,-0.020395262318277114,2,LiPHEX_prediction__sasa002_frac_polar_hetero_only,45,sasa002_frac_polar_hetero_only,0.40540540540540543,0.5735294117647058,-0.052312583285318084,39,15,False
pair_iqp_zz,0.39604145978117566,0.5600158982511924,0.46979332273449925,0.1,True,24,28,"{""feature_scale"": 0.5}",LiPHEX_prediction,-0.05915702894366962,2,LiPHEX_prediction__sasa002_frac_polar_hetero_only,45,sasa002_frac_polar_hetero_only,0.35135135135135137,0.5882352941176471,0.11505037802573964,40,13,False
pair_rbf_control,0.3670112326469117,0.5508744038155804,0.4795310015898251,1.0,True,26,23,"{""gamma"": 0.3}",LiPHEX_prediction,-0.04179393600988093,2,LiPHEX_prediction__sasa002_frac_polar_hetero_only,45,sasa002_frac_polar_hetero_only,0.2972972972972973,0.6617647058823529,0.2919565507753109,45,11,False
pair_phase_no_zz,0.5198779086122269,0.6955773955773956,0.5092137592137592,0.1,True,1,105,"{""feature_scale"": 0.125}",MolLogP,0.040418377635260516,3,MolLogP__MolWt,1,MolWt,0.972972972972973,0.045454545454545456,-0.6947016963204904,5,36,False
pair_iqp_zz,0.5190648183065456,0.6953316953316954,0.5,0.1,True,37,0,"{""feature_scale"": 0.125}",MolLogP,0.0,3,MolLogP__MolWt,1,MolWt,0.0,1.0,0.957961820949038,110,0,False
pair_rbf_control,0.5202847543020914,0.6963144963144964,0.5275184275184275,0.1,True,2,98,"{""gamma"": 0.01}",MolLogP,0.08136937410369871,3,MolLogP__MolWt,1,MolWt,0.9459459459459459,0.10909090909090909,-0.6413680486459798,12,35,False
pair_phase_no_zz,0.4889604028693823,0.6877149877149878,0.6018427518427518,1.0,True,15,43,"{""feature_scale"": 0.125}",MolLogP,0.17798922883872667,3,MolLogP__TPSA_SP,2,TPSA_SP,0.5945945945945946,0.6090909090909091,-0.06001256528942078,67,22,False
pair_iqp_zz,0.39962385825798535,0.658968058968059,0.5891891891891892,0.1,True,23,22,"{""feature_scale"": 1.0}",MolLogP,0.1800224534868779,3,MolLogP__TPSA_SP,2,TPSA_SP,0.3783783783783784,0.8,0.28702406644420503,88,14,False
pair_rbf_control,0.49386971749609593,0.6950859950859952,0.5410319410319411,1.0,True,1,98,"{""gamma"": 0.01}",MolLogP,0.1254368637171023,3,MolLogP__TPSA_SP,2,TPSA_SP,0.972972972972973,0.10909090909090909,-0.8137885422554006,12,36,False
pair_phase_no_zz,0.4757465984584254,0.632923832923833,0.5926289926289926,0.1,True,14,48,"{""feature_scale"": 0.125}",MolLogP,0.16089337831439487,3,MolLogP__NumHDonors,3,NumHDonors,0.6216216216216216,0.5636363636363636,0.3457050905128487,62,23,False
pair_iqp_zz,0.47634915020148083,0.6339066339066338,0.5,0.1,True,37,0,"{""feature_scale"": 0.125}",MolLogP,0.0,3,MolLogP__NumHDonors,3,NumHDonors,0.0,1.0,0.9887026859073369,110,0,False
pair_rbf_control,0.4761797053688001,0.6334152334152334,0.5,0.1,True,37,0,"{""gamma"": 0.01}",MolLogP,0.0,3,MolLogP__NumHDonors,3,NumHDonors,0.0,1.0,0.9835132460242213,110,0,False
pair_phase_no_zz,0.3408960446439386,0.6584766584766585,0.5,0.1,True,37,0,"{""feature_scale"": 0.125}",MolLogP,0.0,3,MolLogP__NumRotatableBonds,4,NumRotatableBonds,0.0,1.0,0.7720815649703567,110,0,False
pair_iqp_zz,0.3289381688202988,0.6398034398034398,0.5530712530712532,0.1,True,25,24,"{""feature_scale"": 0.25}",MolLogP,0.10712079876905131,3,MolLogP__NumRotatableBonds,4,NumRotatableBonds,0.32432432432432434,0.7818181818181819,0.21621906164404842,86,12,False
pair_rbf_control,0.34145282195784854,0.6594594594594595,0.5136363636363637,0.1,True,0,107,"{""gamma"": 0.01}",MolLogP,0.08371126422158345,3,MolLogP__NumRotatableBonds,4,NumRotatableBonds,1.0,0.02727272727272727,-0.7376790702703159,3,37,False
pair_phase_no_zz,0.5221789083085822,0.6805896805896807,0.6007371007371007,1.0,True,6,70,"{""feature_scale"": 0.125}",MolLogP,0.18857192957466873,3,MolLogP__NumAromaticRings,5,NumAromaticRings,0.8378378378378378,0.36363636363636365,-0.33538227466501513,40,31,False
pair_iqp_zz,0.3979004559746767,0.64004914004914,0.5637592137592138,0.1,True,1,93,"{""feature_scale"": 0.5}",MolLogP,0.16882588909217158,3,MolLogP__NumAromaticRings,5,NumAromaticRings,0.972972972972973,0.15454545454545454,-0.7718960419253837,17,36,False
pair_rbf_control,0.4617516809237056,0.6422604422604422,0.5095823095823095,100.0,True,4,96,"{""gamma"": 0.03}",MolLogP,0.02537267697338995,3,MolLogP__NumAromaticRings,5,NumAromaticRings,0.8918918918918919,0.12727272727272726,-0.9624979423529965,14,33,False
pair_phase_no_zz,0.41591164656494606,0.6285012285012286,0.5792383292383292,100.0,True,16,45,"{""feature_scale"": 0.5}",MolLogP,0.13827638999283623,3,MolLogP__nHalogen,6,nHalogen,0.5675675675675675,0.5909090909090909,-0.2263386991322962,65,21,False
pair_iqp_zz,0.42576443932201813,0.6422604422604422,0.6106879606879607,100.0,True,13,47,"{""feature_scale"": 0.5}",MolLogP,0.19226118549240026,3,MolLogP__nHalogen,6,nHalogen,0.6486486486486487,0.5727272727272728,-0.2926282569831081,63,24,False
pair_rbf_control,0.4398590927441526,0.6673218673218674,0.628992628992629,10.0,True,14,40,"{""gamma"": 0.3}",MolLogP,0.22624666005833366,3,MolLogP__nHalogen,6,nHalogen,0.6216216216216216,0.6363636363636364,-0.35378272581138187,70,23,False
pair_phase_no_zz,0.7278545109049298,0.8457002457002456,0.6846437346437346,0.1,True,23,1,"{""feature_scale"": 0.125}",MolLogP,0.5294551546423042,3,MolLogP__n_OP,7,n_OP,0.3783783783783784,0.990909090909091,-0.3796354380243395,109,14,False
pair_iqp_zz,0.7278545109049298,0.8457002457002456,0.6846437346437346,0.1,True,23,1,"{""feature_scale"": 0.125}",MolLogP,0.5294551546423042,3,MolLogP__n_OP,7,n_OP,0.3783783783783784,0.990909090909091,-0.3772726767296932,109,14,False
pair_rbf_control,0.7278545109049298,0.8457002457002456,0.6846437346437346,0.1,True,23,1,"{""gamma"": 0.01}",MolLogP,0.5294551546423042,3,MolLogP__n_OP,7,n_OP,0.3783783783783784,0.990909090909091,-0.3295084657014291,109,14,False
pair_phase_no_zz,0.24526247014797098,0.46511056511056514,0.43095823095823094,1.0,True,30,36,"{""feature_scale"": 1.0}",MolLogP,-0.13173106820267766,3,MolLogP__LiPHEX_prediction,8,LiPHEX_prediction,0.1891891891891892,0.6727272727272727,0.861755125795619,74,7,False
pair_iqp_zz,0.2308622773969285,0.45257985257985256,0.4035626535626536,1.0,True,29,45,"{""feature_scale"": 1.0}",MolLogP,-0.17432938198033254,3,MolLogP__LiPHEX_prediction,8,LiPHEX_prediction,0.21621621621621623,0.5909090909090909,0.6875685456596995,65,8,False
pair_rbf_control,0.3116969754763006,0.5012285012285013,0.5006142506142506,10.0,True,5,95,"{""gamma"": 0.3}",MolLogP,0.0015550914779921077,3,MolLogP__LiPHEX_prediction,8,LiPHEX_prediction,0.8648648648648649,0.13636363636363635,-1.0265375474897187,15,32,False
