BALANCED_ACCURACY,DELTA_MCC_ZZ_VS_BEST_SINGLETON,DELTA_MCC_ZZ_VS_NO_ZZ,EDGE_SCORE_SOURCE,INNER_FOLD_DELTAS,INNER_FOLD_DELTA_MEAN,INNER_FOLD_DELTA_SD,INNER_FOLD_POSITIVE_DELTA_COUNT,LEFT_FEATURE,LEFT_INDEX,NO_ZZ_C,NO_ZZ_PARAMS,NO_ZZ_THRESHOLD,OUTER_FOLD,OUTER_VALIDATION_LABELS_ACCESSED,PAIR,PAIR_AUPRC_ZZ,PAIR_AUROC_ZZ,PAIR_INDEX,PAIR_MCC_NO_ZZ,PAIR_MCC_ZZ,RIGHT_FEATURE,RIGHT_INDEX,SENSITIVITY,SPECIFICITY,STABLE_EDGE_SCORE,ZZ_C,ZZ_PARAMS,ZZ_THRESHOLD
0.6694628526689596,-0.04704061186274866,-0.03001429638827602,inner_OOF_outer_train_only,"[0.014653324699105852, -0.07276857056743469, -0.043453045003498114, -0.019072121446400858]",-0.030160103079556952,0.037073667441233096,1,NumAromaticRings,5,10.0,"{""feature_scale"": 0.25}",0.7082730129290816,1,False,NumAromaticRings__n_OP,0.6133304778381654,0.7109372815479685,37,0.515120327356826,0.48510603096855,n_OP,7,0.3516483516483517,0.9872773536895675,-0.0486969368001735,0.1,"{""feature_scale"": 0.5}",0.8544496920182443
0.5644870396778794,-0.021209323316383977,-0.028592191490205865,inner_OOF_outer_train_only,"[0.0034775565568312405, 0.043752036925415724, 0.04682980292805043, -0.1713500497331567]",-0.019322663330714827,0.10325816004525681,3,NumAromaticRings,5,0.1,"{""feature_scale"": 1.0}",0.459123041309124,1,False,NumAromaticRings__LiPHEX_prediction,0.33069850514363575,0.5326734334367922,38,0.14868235368193097,0.12009016219172511,LiPHEX_prediction,8,0.6098901098901099,0.5190839694656488,-0.07095174335334323,1.0,"{""feature_scale"": 1.0}",-0.09447995345160853
0.5947138103626654,0.0816991396081991,-0.029393946319073966,inner_OOF_outer_train_only,"[0.02249361927999416, -0.04831665838118143, -0.06203570771382094, -0.05607152835742235]",-0.03598256879310764,0.03938665883065001,1,NumAromaticRings,5,1.0,"{""feature_scale"": 0.5}",0.27875319221896816,1,False,NumAromaticRings__sasa002_frac_polar_hetero_only,0.45150456248879667,0.6212356345944132,39,0.2686760841594938,0.23928213784041982,sasa002_frac_polar_hetero_only,9,0.29120879120879123,0.8982188295165394,-0.05567589820843265,100.0,"{""feature_scale"": 0.5}",0.7376142446670942
0.716774319827755,0.010837786279665473,-0.014606828329767785,inner_OOF_outer_train_only,"[-0.03587918744492158, 0.0, -0.004213373768243878, -0.01893534212675585]",-0.014756975834980327,0.016253640089728263,0,nHalogen,6,100.0,"{""feature_scale"": 0.125}",0.03292828219863697,1,False,nHalogen__n_OP,0.6302407785493886,0.7408075385174622,40,0.5575912574407319,0.5429844291109641,n_OP,7,0.46153846153846156,0.9720101781170484,-0.02288379587984446,10.0,"{""feature_scale"": 1.0}",0.12368744235912243
0.5820470877722786,0.07347002880522091,-0.013502139197946267,inner_OOF_outer_train_only,"[-0.010291624467073823, -0.031058343893185833, -0.02685742197041477, 0.01780346904522001]",-0.012600980321363604,0.02216366444026589,1,nHalogen,6,10.0,"{""feature_scale"": 0.25}",0.9754719889565321,1,False,nHalogen__LiPHEX_prediction,0.45163355062597965,0.6133993233229874,41,0.22959715313208118,0.2160950139341349,LiPHEX_prediction,8,0.25824175824175827,0.905852417302799,-0.023682812541496547,10.0,"{""feature_scale"": 0.25}",0.9707507167550538
0.6307566479322204,0.09503812613025225,0.0019296582349557778,inner_OOF_outer_train_only,"[0.010850763452703069, -0.005797636625391511, 0.0, 0.0]",0.0012632817068278894,0.0069514539309742905,1,nHalogen,6,100.0,"{""feature_scale"": 0.125}",-0.01549911054316766,1,False,nHalogen__sasa002_frac_polar_hetero_only,0.4582359626806536,0.6448004921287362,42,0.2506914661275172,0.25262112436247297,sasa002_frac_polar_hetero_only,9,0.5439560439560439,0.7175572519083969,-0.002212445258659256,100.0,"{""feature_scale"": 0.125}",-0.06076566504431469
0.696935380141487,0.0,0.0,inner_OOF_outer_train_only,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0,n_OP,7,0.1,"{""feature_scale"": 0.125}",-0.4083351436011128,1,False,n_OP__LiPHEX_prediction,0.6465708111452763,0.7065542599893746,43,0.5321466428312986,0.5321466428312986,LiPHEX_prediction,8,0.4065934065934066,0.9872773536895675,0.0,0.1,"{""feature_scale"": 0.125}",-0.4084816324344146
0.6886936218997288,-0.013869427623477204,-0.013869427623477204,inner_OOF_outer_train_only,"[-0.03451254267160431, 0.0, 0.0, -0.01869357769090685]",-0.013301530090627789,0.016661758986151215,0,n_OP,7,1.0,"{""feature_scale"": 0.25}",-0.1818668314203829,1,False,n_OP__sasa002_frac_polar_hetero_only,0.6483917716209069,0.7239675083186533,44,0.5321466428312986,0.5182772152078214,sasa002_frac_polar_hetero_only,9,0.3901098901098901,0.9872773536895675,-0.021632409583703396,10.0,"{""feature_scale"": 0.5}",0.45930661766062564
0.6066395436624443,0.04844401337694931,-0.011886542973461478,inner_OOF_outer_train_only,"[-0.05802570652093292, 0.0015739319834859322, -0.00529782331471812, 0.02063398124228591]",-0.010278904152469799,0.03366830611826901,2,LiPHEX_prediction,8,10.0,"{""feature_scale"": 0.5}",0.32993701276495324,1,False,LiPHEX_prediction__sasa002_frac_polar_hetero_only,0.43177086004050086,0.6190895618376534,45,0.2179135545826315,0.20602701160917003,sasa002_frac_polar_hetero_only,9,0.510989010989011,0.7022900763358778,-0.027113057211604303,0.1,"{""feature_scale"": 0.5}",0.12471254964872691
0.5521647239656718,-0.03055605760698027,0.0,inner_OOF_outer_train_only,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0,MolLogP,0,1.0,"{""feature_scale"": 0.125}",0.8391554003181192,2,False,MolLogP__MolWt,0.40252012132593695,0.5619444088638402,1,0.19824446355348352,0.19824446355348352,MolWt,1,0.13513513513513514,0.9691943127962085,0.0,1.0,"{""feature_scale"": 0.125}",0.8444644323582382
0.6507877545792238,0.05113451808219299,0.02180237909484639,inner_OOF_outer_train_only,"[0.04892691535567367, 0.0, 0.04772121012947084, -0.020065664471103695]",0.019145615253510204,0.0346774157984103,2,MolLogP,0,100.0,"{""feature_scale"": 0.25}",0.14682676309049514,2,False,MolLogP__TPSA_SP,0.45979373385314354,0.6776995004483156,2,0.2771312747234384,0.2989336538182848,TPSA_SP,2,0.5243243243243243,0.7772511848341233,0.001806907354305054,10.0,"{""feature_scale"": 0.25}",0.10771932828998843
0.5587549634943,-0.008198150726323156,-0.028194211655354573,inner_OOF_outer_train_only,"[-0.11491961173344872, -0.07392492067525573, 0.05454745500186525, -0.14294055040976186]",-0.06930940695415028,0.0872996015399299,1,MolLogP,0,0.1,"{""feature_scale"": 0.25}",0.9333114341169948,2,False,MolLogP__NumHDonors,0.4308822247817504,0.6011848341232228,3,0.2487965820894952,0.22060237043414063,NumHDonors,3,0.14594594594594595,0.9715639810426541,-0.11295920772411522,10.0,"{""feature_scale"": 0.5}",1.0205128914220065
