MODEL,PERMUTATION,RANDOMIZED_AUROC,MODE
quantum_iqp_zz_linear,89,0.4764754550468836,fixed_configuration
logistic,90,0.5188086045228902,fixed_configuration
random_forest,90,0.5122954587240302,fixed_configuration
mlp,90,0.52280750137893,fixed_configuration
rbf_matched,90,0.5262548262548263,fixed_configuration
quantum_angle_product,90,0.5178893178893179,fixed_configuration
quantum_iqp_zz_linear,90,0.5180364037506895,fixed_configuration
logistic,91,0.5235245449531164,fixed_configuration
random_forest,91,0.48854568854568853,fixed_configuration
mlp,91,0.4827863577863578,fixed_configuration
rbf_matched,91,0.525565361279647,fixed_configuration
quantum_angle_product,91,0.5188453759882331,fixed_configuration
quantum_iqp_zz_linear,91,0.5203897775326347,fixed_configuration
logistic,92,0.4509376723662438,fixed_configuration
random_forest,92,0.49351443280014706,fixed_configuration
mlp,92,0.4971685971685972,fixed_configuration
rbf_matched,92,0.46955322669608385,fixed_configuration
quantum_angle_product,92,0.4834620334620334,fixed_configuration
quantum_iqp_zz_linear,92,0.48277256848685424,fixed_configuration
logistic,93,0.49510479867622725,fixed_configuration
random_forest,93,0.5141708034565178,fixed_configuration
mlp,93,0.5012088619231476,fixed_configuration
rbf_matched,93,0.48057087699944845,fixed_configuration
quantum_angle_product,93,0.48047894833609117,fixed_configuration
quantum_iqp_zz_linear,93,0.47955966170251885,fixed_configuration
logistic,94,0.49286173929031074,fixed_configuration
random_forest,94,0.5156692406692407,fixed_configuration
mlp,94,0.473970398970399,fixed_configuration
rbf_matched,94,0.4998299319727891,fixed_configuration
quantum_angle_product,94,0.48092020592020596,fixed_configuration
quantum_iqp_zz_linear,94,0.48110406324692034,fixed_configuration
logistic,95,0.45283599926457063,fixed_configuration
random_forest,95,0.46911656554513703,fixed_configuration
mlp,95,0.4980281301709873,fixed_configuration
rbf_matched,95,0.48303456517742227,fixed_configuration
quantum_angle_product,95,0.4754596433167862,fixed_configuration
quantum_iqp_zz_linear,95,0.4765168229453944,fixed_configuration
logistic,96,0.5023625666482809,fixed_configuration
random_forest,96,0.47378194521051664,fixed_configuration
mlp,96,0.5419102776245635,fixed_configuration
rbf_matched,96,0.5163173377459092,fixed_configuration
quantum_angle_product,96,0.523340687626402,fixed_configuration
quantum_iqp_zz_linear,96,0.5228994300422871,fixed_configuration
logistic,97,0.45653612796469933,fixed_configuration
random_forest,97,0.47030704173561316,fixed_configuration
mlp,97,0.5138444567015996,fixed_configuration
rbf_matched,97,0.47389225960654535,fixed_configuration
quantum_angle_product,97,0.4666298952013238,fixed_configuration
quantum_iqp_zz_linear,97,0.46774223202794635,fixed_configuration
logistic,98,0.4663541092112521,fixed_configuration
random_forest,98,0.48689556903842623,fixed_configuration
mlp,98,0.5090457804743519,fixed_configuration
rbf_matched,98,0.4604982533553963,fixed_configuration
quantum_angle_product,98,0.476594962309248,fixed_configuration
quantum_iqp_zz_linear,98,0.47676043390329104,fixed_configuration
logistic,99,0.5082551939694797,fixed_configuration
random_forest,99,0.5562005883434455,fixed_configuration
mlp,99,0.5017374517374518,fixed_configuration
rbf_matched,99,0.5089538518109946,fixed_configuration
quantum_angle_product,99,0.5160875160875161,fixed_configuration
quantum_iqp_zz_linear,99,0.5172825887111602,fixed_configuration
logistic,100,0.5238554881412024,fixed_configuration
random_forest,100,0.5293849972421402,fixed_configuration
mlp,100,0.5322347858062144,fixed_configuration
rbf_matched,100,0.5541092112520685,fixed_configuration
quantum_angle_product,100,0.54860268431697,fixed_configuration
quantum_iqp_zz_linear,100,0.549099099099099,fixed_configuration
logistic,101,0.4786863394006251,fixed_configuration
random_forest,101,0.4493610957896672,fixed_configuration
mlp,101,0.46714009928295647,fixed_configuration
rbf_matched,101,0.47739014524728807,fixed_configuration
quantum_angle_product,101,0.47056903842618125,fixed_configuration
quantum_iqp_zz_linear,101,0.46960378746093034,fixed_configuration
logistic,102,0.5509009009009009,fixed_configuration
random_forest,102,0.5387249494392352,fixed_configuration
mlp,102,0.49336275050560763,fixed_configuration
rbf_matched,102,0.5455046883618312,fixed_configuration
quantum_angle_product,102,0.5464055892627321,fixed_configuration
quantum_iqp_zz_linear,102,0.5469020040448612,fixed_configuration
logistic,103,0.4997471961757676,fixed_configuration
random_forest,103,0.5265903658760802,fixed_configuration
mlp,103,0.48547067475638905,fixed_configuration
rbf_matched,103,0.5183995219709505,fixed_configuration
quantum_angle_product,103,0.5141708034565178,fixed_configuration
quantum_iqp_zz_linear,103,0.5146580253723111,fixed_configuration
logistic,104,0.46509009009009006,fixed_configuration
random_forest,104,0.5608154072439786,fixed_configuration
mlp,104,0.4907106085677514,fixed_configuration
rbf_matched,104,0.4548952013237728,fixed_configuration
quantum_angle_product,104,0.4412070233498805,fixed_configuration
quantum_iqp_zz_linear,104,0.44160231660231664,fixed_configuration
logistic,105,0.4597536311822026,fixed_configuration
random_forest,105,0.47685236256664826,fixed_configuration
mlp,105,0.5133204633204633,fixed_configuration
rbf_matched,105,0.46941533370104804,fixed_configuration
quantum_angle_product,105,0.4710700496414782,fixed_configuration
quantum_iqp_zz_linear,105,0.47101489244346384,fixed_configuration
logistic,106,0.49869920941349516,fixed_configuration
random_forest,106,0.4535530428387571,fixed_configuration
mlp,106,0.5347720169148742,fixed_configuration
rbf_matched,106,0.47564350064350064,fixed_configuration
quantum_angle_product,106,0.49249402463688174,fixed_configuration
quantum_iqp_zz_linear,106,0.49003952932524364,fixed_configuration
logistic,107,0.5038426181283324,fixed_configuration
random_forest,107,0.5231016731016731,fixed_configuration
mlp,107,0.48316786173929027,fixed_configuration
rbf_matched,107,0.530952380952381,fixed_configuration
quantum_angle_product,107,0.5204173561316419,fixed_configuration
quantum_iqp_zz_linear,107,0.5221364221364222,fixed_configuration
logistic,108,0.4784565177422321,fixed_configuration
random_forest,108,0.49108751608751605,fixed_configuration
mlp,108,0.5038288288288288,fixed_configuration
rbf_matched,108,0.48329196543482256,fixed_configuration
quantum_angle_product,108,0.48473524544953117,fixed_configuration
quantum_iqp_zz_linear,108,0.48727247655819084,fixed_configuration
logistic,109,0.46505791505791505,fixed_configuration
random_forest,109,0.4849742599742599,fixed_configuration
mlp,109,0.5079242507813936,fixed_configuration
rbf_matched,109,0.4771741128883986,fixed_configuration
quantum_angle_product,109,0.4787185144328002,fixed_configuration
quantum_iqp_zz_linear,109,0.47804743519029236,fixed_configuration
logistic,110,0.54142305570877,fixed_configuration
random_forest,110,0.4882515168229454,fixed_configuration
mlp,110,0.5023717595146167,fixed_configuration
rbf_matched,110,0.5356499356499357,fixed_configuration
quantum_angle_product,110,0.5384905313476742,fixed_configuration
quantum_iqp_zz_linear,110,0.537865416436845,fixed_configuration
logistic,111,0.5270362198933628,fixed_configuration
random_forest,111,0.5092572164000736,fixed_configuration
mlp,111,0.5064074278359993,fixed_configuration
rbf_matched,111,0.5127780842066556,fixed_configuration
quantum_angle_product,111,0.5166115094686523,fixed_configuration
quantum_iqp_zz_linear,111,0.5157749586321014,fixed_configuration
logistic,112,0.4913127413127413,fixed_configuration
random_forest,112,0.49910829196543477,fixed_configuration
mlp,112,0.5198382055524913,fixed_configuration
rbf_matched,112,0.45827357970215116,fixed_configuration
quantum_angle_product,112,0.46673101673101675,fixed_configuration
quantum_iqp_zz_linear,112,0.466188637617209,fixed_configuration
logistic,113,0.5830575473432618,fixed_configuration
random_forest,113,0.49074278359992646,fixed_configuration
mlp,113,0.4270913770913771,fixed_configuration
rbf_matched,113,0.5544493473064902,fixed_configuration
quantum_angle_product,113,0.5547527118955691,fixed_configuration
quantum_iqp_zz_linear,113,0.5555800698657841,fixed_configuration
logistic,114,0.4907611693325979,fixed_configuration
random_forest,114,0.48038701967273395,fixed_configuration
mlp,114,0.5189648832505975,fixed_configuration
rbf_matched,114,0.4644419930134216,fixed_configuration
quantum_angle_product,114,0.4612888398602685,fixed_configuration
quantum_iqp_zz_linear,114,0.46043390329104605,fixed_configuration
logistic,115,0.5366795366795367,fixed_configuration
random_forest,115,0.5430547894833608,fixed_configuration
mlp,115,0.46979224122081265,fixed_configuration
rbf_matched,115,0.524931053502482,fixed_configuration
quantum_angle_product,115,0.5265030336458908,fixed_configuration
quantum_iqp_zz_linear,115,0.5279187350615921,fixed_configuration
logistic,116,0.5321612428755286,fixed_configuration
random_forest,116,0.5221961757676044,fixed_configuration
mlp,116,0.559376723662438,fixed_configuration
rbf_matched,116,0.5131228166942452,fixed_configuration
quantum_angle_product,116,0.5255607648464791,fixed_configuration
quantum_iqp_zz_linear,116,0.5252482073910645,fixed_configuration
logistic,117,0.4746138996138996,fixed_configuration
random_forest,117,0.5064028314028314,fixed_configuration
mlp,117,0.43785162713734144,fixed_configuration
rbf_matched,117,0.4809293987865416,fixed_configuration
quantum_angle_product,117,0.4857280750137893,fixed_configuration
quantum_iqp_zz_linear,117,0.48640834712263287,fixed_configuration
logistic,118,0.4867392903107189,fixed_configuration
random_forest,118,0.5121759514616657,fixed_configuration
mlp,118,0.4804697554697555,fixed_configuration
rbf_matched,118,0.4880538701967274,fixed_configuration
quantum_angle_product,118,0.4783737819452105,fixed_configuration
quantum_iqp_zz_linear,118,0.47763835263835264,fixed_configuration
logistic,119,0.5035346571060857,fixed_configuration
random_forest,119,0.47463228534657104,fixed_configuration
mlp,119,0.4845375988233131,fixed_configuration
rbf_matched,119,0.5049687442544585,fixed_configuration
quantum_angle_product,119,0.5132423239566096,fixed_configuration
quantum_iqp_zz_linear,119,0.5132974811546239,fixed_configuration
logistic,120,0.510838389409818,fixed_configuration
random_forest,120,0.523138444567016,fixed_configuration
mlp,120,0.5312373598087884,fixed_configuration
rbf_matched,120,0.5340687626401912,fixed_configuration
quantum_angle_product,120,0.5344088986946129,fixed_configuration
quantum_iqp_zz_linear,120,0.5336826622540908,fixed_configuration
logistic,121,0.4704357418643133,fixed_configuration
random_forest,121,0.529619415333701,fixed_configuration
mlp,121,0.5520316234601949,fixed_configuration
rbf_matched,121,0.46649200220628795,fixed_configuration
quantum_angle_product,121,0.4651130722559294,fixed_configuration
quantum_iqp_zz_linear,121,0.46234601948887666,fixed_configuration
logistic,122,0.47911380768523626,fixed_configuration
random_forest,122,0.50997425997426,fixed_configuration
mlp,122,0.4916344916344916,fixed_configuration
rbf_matched,122,0.4894190108475823,fixed_configuration
quantum_angle_product,122,0.4568211068211068,fixed_configuration
quantum_iqp_zz_linear,122,0.4582092296378011,fixed_configuration
logistic,123,0.4261353189924618,fixed_configuration
random_forest,123,0.47123552123552126,fixed_configuration
mlp,123,0.5259054973340688,fixed_configuration
rbf_matched,123,0.4561040632469204,fixed_configuration
quantum_angle_product,123,0.45676594962309247,fixed_configuration
quantum_iqp_zz_linear,123,0.45543298400441257,fixed_configuration
logistic,124,0.5039069681926824,fixed_configuration
random_forest,124,0.5070785070785071,fixed_configuration
mlp,124,0.4751608751608752,fixed_configuration
rbf_matched,124,0.5337470123184409,fixed_configuration
quantum_angle_product,124,0.5377275234418091,fixed_configuration
quantum_iqp_zz_linear,124,0.536072807501379,fixed_configuration
logistic,125,0.5387663173377458,fixed_configuration
random_forest,125,0.5387203530060674,fixed_configuration
mlp,125,0.5298676227247656,fixed_configuration
rbf_matched,125,0.5359900717043574,fixed_configuration
quantum_angle_product,125,0.5441349512778084,fixed_configuration
quantum_iqp_zz_linear,125,0.5451645523074093,fixed_configuration
logistic,126,0.5134445670159956,fixed_configuration
random_forest,126,0.5512732119874977,fixed_configuration
mlp,126,0.5250827357970216,fixed_configuration
rbf_matched,126,0.5306903842618128,fixed_configuration
quantum_angle_product,126,0.5294585401728259,fixed_configuration
quantum_iqp_zz_linear,126,0.5301663908806766,fixed_configuration
logistic,127,0.46345835631549925,fixed_configuration
random_forest,127,0.48840319911748487,fixed_configuration
mlp,127,0.5027762456333885,fixed_configuration
rbf_matched,127,0.44002574002574,fixed_configuration
quantum_angle_product,127,0.4511491082919655,fixed_configuration
quantum_iqp_zz_linear,127,0.4500735429306858,fixed_configuration
logistic,128,0.49715021143592575,fixed_configuration
random_forest,128,0.49387755102040815,fixed_configuration
mlp,128,0.5288288288288288,fixed_configuration
rbf_matched,128,0.5148924434638721,fixed_configuration
quantum_angle_product,128,0.501765030336459,fixed_configuration
quantum_iqp_zz_linear,128,0.502031623460195,fixed_configuration
logistic,129,0.4850707850707851,fixed_configuration
random_forest,129,0.5151498437212723,fixed_configuration
mlp,129,0.47729362015076304,fixed_configuration
rbf_matched,129,0.5109303180731752,fixed_configuration
quantum_angle_product,129,0.49699393270821846,fixed_configuration
quantum_iqp_zz_linear,129,0.4971777900349329,fixed_configuration
logistic,130,0.5252252252252252,fixed_configuration
random_forest,130,0.4790954219525648,fixed_configuration
mlp,130,0.5139225960654532,fixed_configuration
rbf_matched,130,0.5200680272108844,fixed_configuration
quantum_angle_product,130,0.5231844088986947,fixed_configuration
quantum_iqp_zz_linear,130,0.5216124287552859,fixed_configuration
logistic,131,0.5013881228166943,fixed_configuration
random_forest,131,0.5031531531531531,fixed_configuration
mlp,131,0.49087608016179446,fixed_configuration
rbf_matched,131,0.49050376907519766,fixed_configuration
quantum_angle_product,131,0.4837470123184409,fixed_configuration
quantum_iqp_zz_linear,131,0.487635594778452,fixed_configuration
logistic,132,0.47980327266041556,fixed_configuration
random_forest,132,0.4930961573818717,fixed_configuration
mlp,132,0.5242875528589814,fixed_configuration
rbf_matched,132,0.4803088803088803,fixed_configuration
quantum_angle_product,132,0.4809248023533738,fixed_configuration
quantum_iqp_zz_linear,132,0.4819544033829748,fixed_configuration
logistic,133,0.48923055708769986,fixed_configuration
random_forest,133,0.4657289943004229,fixed_configuration
mlp,133,0.5288334252619967,fixed_configuration
rbf_matched,133,0.4974857510571796,fixed_configuration
quantum_angle_product,133,0.49238371024085303,fixed_configuration
quantum_iqp_zz_linear,133,0.4926411104982533,fixed_configuration
logistic,134,0.5124057731200589,fixed_configuration
random_forest,134,0.4459689281117853,fixed_configuration
mlp,134,0.4734188269902556,fixed_configuration
rbf_matched,134,0.4458402279830851,fixed_configuration
quantum_angle_product,134,0.46715848501562784,fixed_configuration
quantum_iqp_zz_linear,134,0.4669470490899062,fixed_configuration
logistic,135,0.48622448979591837,fixed_configuration
random_forest,135,0.4433029968744254,fixed_configuration
mlp,135,0.5012686155543299,fixed_configuration
rbf_matched,135,0.4315637065637065,fixed_configuration
quantum_angle_product,135,0.44416712630998345,fixed_configuration
quantum_iqp_zz_linear,135,0.4430455966170252,fixed_configuration
logistic,136,0.5001470858613716,fixed_configuration
random_forest,136,0.48144879573451,fixed_configuration
mlp,136,0.4878378378378378,fixed_configuration
rbf_matched,136,0.49342710056995776,fixed_configuration
quantum_angle_product,136,0.47488508917080346,fixed_configuration
quantum_iqp_zz_linear,136,0.47554697554697556,fixed_configuration
logistic,137,0.5220353006067292,fixed_configuration
random_forest,137,0.5354155175583747,fixed_configuration
mlp,137,0.47954587240301527,fixed_configuration
rbf_matched,137,0.5170619599191028,fixed_configuration
quantum_angle_product,137,0.5157198014340871,fixed_configuration
quantum_iqp_zz_linear,137,0.5167310167310166,fixed_configuration
logistic,138,0.49279738922596067,fixed_configuration
random_forest,138,0.5253033645890789,fixed_configuration
mlp,138,0.4513743335171907,fixed_configuration
rbf_matched,138,0.4617530796102225,fixed_configuration
quantum_angle_product,138,0.47121253906968197,fixed_configuration
quantum_iqp_zz_linear,138,0.4712952748667035,fixed_configuration
logistic,139,0.4922779922779923,fixed_configuration
random_forest,139,0.4351765030336459,fixed_configuration
mlp,139,0.5035852178709321,fixed_configuration
rbf_matched,139,0.46599558742415886,fixed_configuration
quantum_angle_product,139,0.49400625114910834,fixed_configuration
quantum_iqp_zz_linear,139,0.491156462585034,fixed_configuration
logistic,140,0.4983268983268983,fixed_configuration
random_forest,140,0.5324324324324324,fixed_configuration
mlp,140,0.5289345467916897,fixed_configuration
rbf_matched,140,0.5216216216216216,fixed_configuration
quantum_angle_product,140,0.5124471410185696,fixed_configuration
quantum_iqp_zz_linear,140,0.5139547710976282,fixed_configuration
logistic,141,0.5103143960286818,fixed_configuration
random_forest,141,0.5148648648648648,fixed_configuration
mlp,141,0.46464423607280747,fixed_configuration
rbf_matched,141,0.5308604522890237,fixed_configuration
quantum_angle_product,141,0.5206931421217136,fixed_configuration
quantum_iqp_zz_linear,141,0.5205000919286633,fixed_configuration
logistic,142,0.571975546975547,fixed_configuration
random_forest,142,0.5063568670711528,fixed_configuration
mlp,142,0.5325841147269719,fixed_configuration
rbf_matched,142,0.5624149659863946,fixed_configuration
quantum_angle_product,142,0.5646580253723111,fixed_configuration
quantum_iqp_zz_linear,142,0.5646764111049826,fixed_configuration
logistic,143,0.49024636881779743,fixed_configuration
random_forest,143,0.4716032358889502,fixed_configuration
mlp,143,0.4837378194521052,fixed_configuration
rbf_matched,143,0.45899981614267327,fixed_configuration
quantum_angle_product,143,0.4706012134583563,fixed_configuration
quantum_iqp_zz_linear,143,0.47179628608200036,fixed_configuration
logistic,144,0.46238738738738744,fixed_configuration
random_forest,144,0.4067337745909175,fixed_configuration
mlp,144,0.4908760801617944,fixed_configuration
rbf_matched,144,0.44932432432432434,fixed_configuration
quantum_angle_product,144,0.4672228350799779,fixed_configuration
quantum_iqp_zz_linear,144,0.4671860636146351,fixed_configuration
logistic,145,0.5379067843353558,fixed_configuration
random_forest,145,0.5071198749770178,fixed_configuration
mlp,145,0.49624471410185694,fixed_configuration
rbf_matched,145,0.5493519029233315,fixed_configuration
quantum_angle_product,145,0.5371070049641479,fixed_configuration
quantum_iqp_zz_linear,145,0.5379251700680272,fixed_configuration
logistic,146,0.491455230740945,fixed_configuration
random_forest,146,0.5530658209229637,fixed_configuration
mlp,146,0.527095973524545,fixed_configuration
rbf_matched,146,0.5101443280014708,fixed_configuration
quantum_angle_product,146,0.4947186982901269,fixed_configuration
quantum_iqp_zz_linear,146,0.49542654899797756,fixed_configuration
logistic,147,0.5128608200036772,fixed_configuration
random_forest,147,0.5084620334620334,fixed_configuration
mlp,147,0.5285070785070785,fixed_configuration
rbf_matched,147,0.529555065269351,fixed_configuration
quantum_angle_product,147,0.5261720904578048,fixed_configuration
quantum_iqp_zz_linear,147,0.5263559477845192,fixed_configuration
logistic,148,0.5131549917264203,fixed_configuration
random_forest,148,0.5046332046332046,fixed_configuration
mlp,148,0.5191533370104799,fixed_configuration
rbf_matched,148,0.4986762272476558,fixed_configuration
quantum_angle_product,148,0.4998712998712999,fixed_configuration
quantum_iqp_zz_linear,148,0.49952197095054235,fixed_configuration
logistic,149,0.4758411472697187,fixed_configuration
random_forest,149,0.4998575105717963,fixed_configuration
mlp,149,0.5119507262364404,fixed_configuration
rbf_matched,149,0.4847030704173561,fixed_configuration
quantum_angle_product,149,0.49169884169884176,fixed_configuration
quantum_iqp_zz_linear,149,0.490825519396948,fixed_configuration
logistic,150,0.4453530060672918,fixed_configuration
random_forest,150,0.48721731936017654,fixed_configuration
mlp,150,0.4774728810443096,fixed_configuration
rbf_matched,150,0.4393500643500643,fixed_configuration
quantum_angle_product,150,0.4437074829931973,fixed_configuration
quantum_iqp_zz_linear,150,0.4446359624931054,fixed_configuration
logistic,151,0.5038977753263467,fixed_configuration
random_forest,151,0.5032726604155175,fixed_configuration
mlp,151,0.48147177790034934,fixed_configuration
rbf_matched,151,0.5162346019488877,fixed_configuration
quantum_angle_product,151,0.5164460378746093,fixed_configuration
quantum_iqp_zz_linear,151,0.5170987313844457,fixed_configuration
logistic,152,0.49946221731936014,fixed_configuration
random_forest,152,0.5183995219709505,fixed_configuration
mlp,152,0.4986992094134951,fixed_configuration
rbf_matched,152,0.4839630446773304,fixed_configuration
quantum_angle_product,152,0.4722605258319544,fixed_configuration
quantum_iqp_zz_linear,152,0.4733912483912484,fixed_configuration
logistic,153,0.4910691303548446,fixed_configuration
random_forest,153,0.47748667034381326,fixed_configuration
mlp,153,0.4951967273395845,fixed_configuration
rbf_matched,153,0.4834206655635227,fixed_configuration
quantum_angle_product,153,0.4929904394190109,fixed_configuration
quantum_iqp_zz_linear,153,0.4928249678249679,fixed_configuration
logistic,154,0.48560397131825705,fixed_configuration
random_forest,154,0.5049549549549549,fixed_configuration
mlp,154,0.5007813936385365,fixed_configuration
rbf_matched,154,0.4929306857878287,fixed_configuration
quantum_angle_product,154,0.4828277256848686,fixed_configuration
quantum_iqp_zz_linear,154,0.4831310902739474,fixed_configuration
logistic,155,0.5007722007722007,fixed_configuration
random_forest,155,0.504054054054054,fixed_configuration
mlp,155,0.5174388674388675,fixed_configuration
rbf_matched,155,0.4738187166758595,fixed_configuration
quantum_angle_product,155,0.4941441441441441,fixed_configuration
quantum_iqp_zz_linear,155,0.4936569222283508,fixed_configuration
logistic,156,0.4340733590733591,fixed_configuration
random_forest,156,0.46802261445118587,fixed_configuration
mlp,156,0.4879251700680272,fixed_configuration
rbf_matched,156,0.43065361279646996,fixed_configuration
quantum_angle_product,156,0.4146212539069682,fixed_configuration
quantum_iqp_zz_linear,156,0.42061500275785996,fixed_configuration
logistic,157,0.48949255377826806,fixed_configuration
random_forest,157,0.4916850523993381,fixed_configuration
mlp,157,0.5008043758043759,fixed_configuration
rbf_matched,157,0.4765122265122265,fixed_configuration
quantum_angle_product,157,0.49486118771833054,fixed_configuration
quantum_iqp_zz_linear,157,0.49292149292149295,fixed_configuration
logistic,158,0.4441073726788013,fixed_configuration
random_forest,158,0.4972237543666115,fixed_configuration
mlp,158,0.47720169148740577,fixed_configuration
rbf_matched,158,0.4588527302813017,fixed_configuration
quantum_angle_product,158,0.4560672917815775,fixed_configuration
quantum_iqp_zz_linear,158,0.4615186615186615,fixed_configuration
logistic,159,0.5186569222283508,fixed_configuration
random_forest,159,0.5204219525648097,fixed_configuration
mlp,159,0.5007032542746829,fixed_configuration
rbf_matched,159,0.48422044493473065,fixed_configuration
quantum_angle_product,159,0.47987221915793343,fixed_configuration
quantum_iqp_zz_linear,159,0.48095697738554877,fixed_configuration
logistic,160,0.5515857694429124,fixed_configuration
random_forest,160,0.5005148005148005,fixed_configuration
mlp,160,0.4995541459827174,fixed_configuration
rbf_matched,160,0.5196865232579518,fixed_configuration
quantum_angle_product,160,0.5201002022430594,fixed_configuration
quantum_iqp_zz_linear,160,0.5214239749954036,fixed_configuration
logistic,161,0.5022568486854201,fixed_configuration
random_forest,161,0.49515995587424155,fixed_configuration
mlp,161,0.5313246920389778,fixed_configuration
rbf_matched,161,0.5148510755653614,fixed_configuration
quantum_angle_product,161,0.5120748299319727,fixed_configuration
quantum_iqp_zz_linear,161,0.5149154256297114,fixed_configuration
logistic,162,0.5537093215664644,fixed_configuration
random_forest,162,0.5182340503769076,fixed_configuration
mlp,162,0.504288472145615,fixed_configuration
rbf_matched,162,0.5246506710792425,fixed_configuration
quantum_angle_product,162,0.5253769075197647,fixed_configuration
quantum_iqp_zz_linear,162,0.5263421584850155,fixed_configuration
logistic,163,0.47083563154991726,fixed_configuration
random_forest,163,0.4528727707299136,fixed_configuration
mlp,163,0.5130952380952382,fixed_configuration
rbf_matched,163,0.5141248391248392,fixed_configuration
quantum_angle_product,163,0.5125436661150947,fixed_configuration
quantum_iqp_zz_linear,163,0.5133526383526383,fixed_configuration
logistic,164,0.5134767420481705,fixed_configuration
random_forest,164,0.565260158117301,fixed_configuration
mlp,164,0.47537231108659683,fixed_configuration
rbf_matched,164,0.51569222283508,fixed_configuration
quantum_angle_product,164,0.5216675859533002,fixed_configuration
quantum_iqp_zz_linear,164,0.521842250413679,fixed_configuration
logistic,165,0.5338757124471409,fixed_configuration
random_forest,165,0.45882974811546245,fixed_configuration
mlp,165,0.5426916712630998,fixed_configuration
rbf_matched,165,0.5010112152969295,fixed_configuration
quantum_angle_product,165,0.516822945394374,fixed_configuration
quantum_iqp_zz_linear,165,0.5128332414046699,fixed_configuration
logistic,166,0.5204633204633204,fixed_configuration
random_forest,166,0.43761261261261264,fixed_configuration
mlp,166,0.5018385732671448,fixed_configuration
rbf_matched,166,0.47782680639823494,fixed_configuration
quantum_angle_product,166,0.47198933627505063,fixed_configuration
quantum_iqp_zz_linear,166,0.47211803640375066,fixed_configuration
logistic,167,0.5399016363302078,fixed_configuration
random_forest,167,0.5086045228902372,fixed_configuration
mlp,167,0.45515719801434085,fixed_configuration
rbf_matched,167,0.5355442176870748,fixed_configuration
quantum_angle_product,167,0.5323910645339216,fixed_configuration
quantum_iqp_zz_linear,167,0.5322899430042287,fixed_configuration
logistic,168,0.5027992277992278,fixed_configuration
random_forest,168,0.4623506159220445,fixed_configuration
mlp,168,0.525597536311822,fixed_configuration
rbf_matched,168,0.508480419194705,fixed_configuration
quantum_angle_product,168,0.5050790586504872,fixed_configuration
quantum_iqp_zz_linear,168,0.505253723110866,fixed_configuration
logistic,169,0.4430226144511858,fixed_configuration
random_forest,169,0.4466813752528038,fixed_configuration
mlp,169,0.48173377459091754,fixed_configuration
rbf_matched,169,0.4796378010663725,fixed_configuration
quantum_angle_product,169,0.47988600845743706,fixed_configuration
quantum_iqp_zz_linear,169,0.4806949806949807,fixed_configuration
logistic,170,0.514561500275786,fixed_configuration
random_forest,170,0.5392259606545321,fixed_configuration
mlp,170,0.48826530612244895,fixed_configuration
rbf_matched,170,0.5115094686523258,fixed_configuration
quantum_angle_product,170,0.5145431145431145,fixed_configuration
quantum_iqp_zz_linear,170,0.5124195624195624,fixed_configuration
logistic,171,0.496644603787461,fixed_configuration
random_forest,171,0.46276429490715204,fixed_configuration
mlp,171,0.46164736164736164,fixed_configuration
rbf_matched,171,0.4811178525464239,fixed_configuration
quantum_angle_product,171,0.47936201507630083,fixed_configuration
quantum_iqp_zz_linear,171,0.4788564074278361,fixed_configuration
logistic,172,0.5022614451185881,fixed_configuration
random_forest,172,0.4867668689097261,fixed_configuration
mlp,172,0.5128424342710057,fixed_configuration
rbf_matched,172,0.5,fixed_configuration
quantum_angle_product,172,0.5111417539988969,fixed_configuration
quantum_iqp_zz_linear,172,0.5096157381871668,fixed_configuration
logistic,173,0.4463182570325427,fixed_configuration
random_forest,173,0.4753998896856039,fixed_configuration
mlp,173,0.4693739658025372,fixed_configuration
rbf_matched,173,0.4867484831770546,fixed_configuration
quantum_angle_product,173,0.47322577679720534,fixed_configuration
quantum_iqp_zz_linear,173,0.47416344916344916,fixed_configuration
logistic,174,0.4712401176686891,fixed_configuration
random_forest,174,0.48240945026659315,fixed_configuration
mlp,174,0.49408439051296194,fixed_configuration
rbf_matched,174,0.486104982533554,fixed_configuration
quantum_angle_product,174,0.49039805111233686,fixed_configuration
quantum_iqp_zz_linear,174,0.4899751792608935,fixed_configuration
logistic,175,0.4969157933443648,fixed_configuration
random_forest,175,0.4860406324692039,fixed_configuration
mlp,175,0.4546837653980511,fixed_configuration
rbf_matched,175,0.499434638720353,fixed_configuration
quantum_angle_product,175,0.49688821474535755,fixed_configuration
quantum_iqp_zz_linear,175,0.4954081632653061,fixed_configuration
logistic,176,0.4900992829564258,fixed_configuration
random_forest,176,0.4774774774774775,fixed_configuration
mlp,176,0.49145063430777713,fixed_configuration
rbf_matched,176,0.4942636514065086,fixed_configuration
quantum_angle_product,176,0.4935558006986579,fixed_configuration
quantum_iqp_zz_linear,176,0.4938040080897224,fixed_configuration
logistic,177,0.5693877551020408,fixed_configuration
random_forest,177,0.5272384629527487,fixed_configuration
mlp,177,0.5108935466078324,fixed_configuration
rbf_matched,177,0.5785070785070785,fixed_configuration
quantum_angle_product,177,0.580354844640559,fixed_configuration
quantum_iqp_zz_linear,177,0.5823313109027395,fixed_configuration
logistic,178,0.488462952748667,fixed_configuration
random_forest,178,0.5197784519213091,fixed_configuration
mlp,178,0.4481614267328553,fixed_configuration
rbf_matched,178,0.47895752895752897,fixed_configuration
quantum_angle_product,178,0.4838205552491267,fixed_configuration
quantum_iqp_zz_linear,178,0.48176135318992463,fixed_configuration
