evaluation_status,representation,n_features,model,n_molecules,positive_prevalence,auroc,auprc,balanced_accuracy,mcc,accuracy,precision,recall,f1,fold_mean_auroc,fold_std_auroc,fold_mean_auprc,fold_std_auprc,fold_mean_balanced_accuracy,fold_std_balanced_accuracy,fold_mean_mcc,fold_std_mcc,fold_mean_accuracy,fold_std_accuracy,fold_mean_precision,fold_std_precision,fold_mean_recall,fold_std_recall,fold_mean_f1,fold_std_f1,source_run,model_label,representation_label,auroc_ci_low,auroc_ci_high,auprc_ci_low,auprc_ci_high,selection_cv_auroc,elapsed_seconds
development_oof,without_partition_pair,8,rbf_svc,712,0.3117977528089887,0.6671079242507814,0.5276968408693217,0.67712814855672,0.380411272209482,0.7471910112359551,0.6193181818181818,0.4909909909909909,0.5477386934673367,0.6804727990402964,0.1251827017481419,0.6183228624577018,0.1390469426738994,0.6754871541908579,0.092752067478325,0.406122890977827,0.2212767275760847,0.7516629950209595,0.101001158751446,0.6893989876652415,0.2286774661588368,0.4747578225060065,0.1436204430979925,0.5473323584594814,0.1500228423834776,classical,RBF-SVC,X10 - both partition descriptors,0.6183027670527671,0.7154281577495862,0.4719799776177193,0.5936952868504427,,
historical_holdout,without_partition_pair,8,random_forest,181,0.2707182320441988,0.7828540507111935,0.6333108884043042,0.6711502782931354,0.4408190024180236,0.8011049723756906,0.76,0.3877551020408163,0.5135135135135135,,,,,,,,,,,,,,,,,classical,Random forest,X10 - both partition descriptors,0.703617810760668,0.860779993815708,0.5225333523495466,0.7543607877054759,0.7407018206533869,2.325657500001398
historical_holdout,without_liphex,9,random_forest,181,0.2707182320441988,0.7333797155225728,0.584965753576018,0.6635745207173779,0.4080265424867893,0.7900552486187845,0.7037037037037037,0.3877551020408163,0.5,,,,,,,,,,,,,,,,,classical,Random forest,X10 - LiPHEX,0.6416048237476808,0.8167304421768706,0.4731722744756422,0.7033831137207598,0.7564433190017246,2.6795452000005757
historical_holdout,without_mollogp,9,rbf_svc,181,0.2707182320441988,0.7314471243042671,0.5190486238560992,0.5793135435992579,0.2482906650340675,0.7513812154696132,0.625,0.2040816326530612,0.3076923076923077,,,,,,,,,,,,,,,,,classical,RBF-SVC,X10 - MolLogP,0.6394557823129253,0.8147881880024738,0.4141414571834414,0.666486957152803,0.7112302898240122,0.2956398999995144
historical_holdout,without_partition_pair,8,rbf_svc,181,0.2707182320441988,0.7257266542980828,0.5028224546127451,0.5793135435992579,0.2482906650340675,0.7513812154696132,0.625,0.2040816326530612,0.3076923076923077,,,,,,,,,,,,,,,,,classical,RBF-SVC,X10 - both partition descriptors,0.6431547619047618,0.8073670377241806,0.39861797459703524,0.6473653218836737,0.7153152879909712,0.292075900000782
historical_holdout,without_partition_pair,8,logistic,181,0.2707182320441988,0.7244897959183673,0.5705631180858,0.7122758194186766,0.4546487226824332,0.7955801104972375,0.65,0.5306122448979592,0.5842696629213483,,,,,,,,,,,,,,,,,classical,Logistic regression,X10 - both partition descriptors,0.6195114409400124,0.815708101422387,0.4564597321069292,0.7133786601395099,0.7163421083323895,0.0599641000007977
historical_holdout,without_liphex,9,rbf_svc,181,0.2707182320441988,0.7172232529375385,0.5409967776801499,0.6242269635126778,0.2968805665604748,0.7513812154696132,0.5666666666666667,0.3469387755102041,0.430379746835443,,,,,,,,,,,,,,,,,classical,RBF-SVC,X10 - LiPHEX,0.6306393011750155,0.7966991341991343,0.42747499120450244,0.6715313242593585,0.7335473241750827,0.2986602999990282
historical_holdout,without_mollogp,9,logistic,181,0.2707182320441988,0.7166048237476809,0.5628118839759587,0.6918676561533704,0.4186556479425121,0.7845303867403315,0.631578947368421,0.4897959183673469,0.5517241379310345,,,,,,,,,,,,,,,,,classical,Logistic regression,X10 - MolLogP,0.6196505875077302,0.8141620284477427,0.45643944433281447,0.7084456260452198,0.71954608741044,0.061280899999474
historical_holdout,x10,10,rbf_svc,181,0.2707182320441988,0.7098021026592455,0.5431928229506633,0.6113945578231292,0.2822451267511167,0.7513812154696132,0.5769230769230769,0.3061224489795918,0.4,,,,,,,,,,,,,,,,,classical,RBF-SVC,X10,0.6208835807050093,0.7875850340136054,0.4394996594490641,0.6691522072787153,0.73368002573773,0.3038277000014204
historical_holdout,without_mollogp,9,random_forest,181,0.2707182320441988,0.7056277056277056,0.5459127389996662,0.6586270871985158,0.3695083249891758,0.7734806629834254,0.625,0.4081632653061224,0.4938271604938271,,,,,,,,,,,,,,,,,classical,Random forest,X10 - MolLogP,0.6136286332714905,0.7902056277056277,0.43698836799181207,0.6863215986111463,0.7444174352448962,2.4203049000007013
