evaluation_status,representation,n_features,model,outer_fold,n_train,n_validation,positive_prevalence,best_inner_auroc,elapsed_seconds,auroc,auprc,balanced_accuracy,mcc,accuracy,precision,recall,f1
development_oof,x10,10,logistic,1,498,127,0.30708661417322836,0.7602521300053272,0.18341760000021168,0.7785547785547786,0.7144854370564119,0.6952214452214452,0.4848066616584828,0.7952755905511811,0.8095238095238095,0.4358974358974359,0.5666666666666667
development_oof,x10,10,logistic,2,500,125,0.304,0.7737542198050048,0.13528390000010404,0.6975196612220206,0.619319125105814,0.6128251663641864,0.23547050718663662,0.688,0.48484848484848486,0.42105263157894735,0.4507042253521127
development_oof,x10,10,logistic,3,500,125,0.304,0.728066118652869,0.12217320000036125,0.838173018753781,0.7504522360228846,0.7633091349062311,0.5099248684395202,0.784,0.627906976744186,0.7105263157894737,0.6666666666666666
development_oof,x10,10,logistic,4,501,124,0.29838709677419356,0.7407572682690783,0.12422909999986587,0.7850264057160609,0.6635228566113274,0.7151289220254737,0.4136304931954472,0.7419354838709677,0.5581395348837209,0.6486486486486487,0.6
development_oof,x10,10,logistic,5,501,124,0.3064516129032258,0.744208188967717,0.12988920000043436,0.8105875152998776,0.7252797653848675,0.7870257037943696,0.5591910846699489,0.8064516129032258,0.6666666666666666,0.7368421052631579,0.7
development_oof,x10,10,rbf_svc,1,498,127,0.30708661417322836,0.7879478315524827,0.8627404999997452,0.7826340326340326,0.7204915970316681,0.7137237762237763,0.5307547557111897,0.8110236220472441,0.8571428571428571,0.46153846153846156,0.6
development_oof,x10,10,rbf_svc,2,500,125,0.304,0.777229018336624,0.7773543000002974,0.6866303690260133,0.6380013216750563,0.6678765880217785,0.36161723750267993,0.744,0.6,0.47368421052631576,0.5294117647058824
development_oof,x10,10,rbf_svc,3,500,125,0.304,0.7099351641707243,0.7842283999998472,0.6584996975196613,0.5836281328926867,0.6860254083484574,0.3668717136488565,0.728,0.55,0.5789473684210527,0.5641025641025641
development_oof,x10,10,rbf_svc,4,501,124,0.29838709677419356,0.7679147223501739,0.8064538999997239,0.7809878844361603,0.706257043578743,0.7016154085119602,0.3898366198241739,0.7338709677419355,0.5476190476190477,0.6216216216216216,0.5822784810126582
development_oof,x10,10,rbf_svc,5,501,124,0.3064516129032258,0.7889675452345597,0.7627238999994006,0.7910036719706243,0.6813340105405168,0.7169522643818849,0.4252107467962392,0.75,0.5853658536585366,0.631578947368421,0.6075949367088608
