evaluation_status,representation,n_features,model,outer_fold,n_train,n_validation,positive_prevalence,best_inner_auroc,elapsed_seconds,auroc,auprc,balanced_accuracy,mcc,accuracy,precision,recall,f1
development_oof,x10,10,rbf_matched,1,575,137,0.291970802919708,0.7845741378091274,1.23079040000448,0.5804123711340207,0.5094216453447693,0.5925257731958763,0.20344923690360678,0.6934306569343066,0.4666666666666667,0.35,0.4
development_oof,x10,10,quantum_angle_product,1,575,137,0.291970802919708,0.7913844149868994,2.089019200000621,0.5737113402061855,0.5118191730003446,0.5800257731958763,0.1781413998381504,0.6861313868613139,0.4482758620689655,0.325,0.37681159420289856
development_oof,x10,10,quantum_iqp_zz_linear,1,575,137,0.291970802919708,0.7836428964793354,2.114806099998532,0.5801546391752577,0.5016572288270607,0.5925257731958763,0.20344923690360678,0.6934306569343066,0.4666666666666667,0.35,0.4
development_oof,x10,10,rbf_matched,2,607,105,0.3523809523809524,0.7744944013770485,1.279504400001315,0.6418918918918918,0.5604162301812287,0.6315580286168522,0.3264950828107203,0.7142857142857143,0.6842105263157895,0.35135135135135137,0.4642857142857143
development_oof,x10,10,quantum_angle_product,2,607,105,0.3523809523809524,0.7733171924102752,1.9906737999990582,0.6589825119236885,0.5546696422569946,0.6315580286168522,0.3264950828107203,0.7142857142857143,0.6842105263157895,0.35135135135135137,0.4642857142857143
development_oof,x10,10,quantum_iqp_zz_linear,2,607,105,0.3523809523809524,0.7718186714407892,2.4646299999949406,0.647456279809221,0.5706655566793262,0.6389109697933227,0.3521486100099929,0.7238095238095238,0.7222222222222222,0.35135135135135137,0.4727272727272727
development_oof,x10,10,rbf_matched,3,565,147,0.25170068027210885,0.7413200192317054,1.1292274000006728,0.7813267813267813,0.6999919787467013,0.7340294840294841,0.5495909830925086,0.8435374149659864,0.7916666666666666,0.5135135135135135,0.6229508196721312
development_oof,x10,10,quantum_angle_product,3,565,147,0.25170068027210885,0.7434046458363763,1.8117096999994828,0.7631449631449633,0.6998262733685451,0.7294840294840295,0.5301878213912358,0.8367346938775511,0.76,0.5135135135135135,0.6129032258064516
development_oof,x10,10,quantum_iqp_zz_linear,3,565,147,0.25170068027210885,0.7391204943440933,2.078290899997228,0.7604422604422604,0.7040111381512606,0.7294840294840295,0.5301878213912358,0.8367346938775511,0.76,0.5135135135135135,0.6129032258064516
development_oof,x10,10,rbf_matched,4,531,181,0.3259668508287293,0.7104142400818033,1.0115938000017195,0.8093914976382328,0.7706371933294858,0.635593220338983,0.4477874615072448,0.7624309392265194,1.0,0.2711864406779661,0.4266666666666667
development_oof,x10,10,quantum_angle_product,4,531,181,0.3259668508287293,0.7196003523587611,1.684997199998179,0.815087524312309,0.7794288476925031,0.635593220338983,0.4477874615072448,0.7624309392265194,1.0,0.2711864406779661,0.4266666666666667
development_oof,x10,10,quantum_iqp_zz_linear,4,531,181,0.3259668508287293,0.7072098065291759,1.8906151999981375,0.8206446235065296,0.7792754287792572,0.6440677966101696,0.46297383356551564,0.7679558011049724,1.0,0.288135593220339,0.4473684210526316
development_oof,x10,10,rbf_matched,5,570,142,0.34507042253521125,0.7169644769304991,1.189304399995308,0.795260039499671,0.7376837985668752,0.7684880403774412,0.5815659129417781,0.8169014084507042,0.8108108108108109,0.6122448979591837,0.6976744186046512
development_oof,x10,10,quantum_angle_product,5,570,142,0.34507042253521125,0.7250969024934594,2.128809599998931,0.7961378099626948,0.6864036728580242,0.7877989905639675,0.5881209529732245,0.8169014084507042,0.7555555555555555,0.6938775510204082,0.723404255319149
development_oof,x10,10,quantum_iqp_zz_linear,5,570,142,0.34507042253521125,0.7171533113854164,2.1581805999958306,0.8086460390607856,0.7676662719334247,0.7631116962914197,0.5650686281395405,0.8098591549295775,0.7894736842105263,0.6122448979591837,0.6896551724137931
