evaluation_status,representation,n_features,model,outer_fold,n_train,n_validation,positive_prevalence,best_inner_auroc,elapsed_seconds,auroc,auprc,balanced_accuracy,mcc,accuracy,precision,recall,f1
development_oof,x10,10,rbf_matched,1,498,127,0.30708661417322836,0.7879478315524827,0.7960231000006388,0.7826340326340326,0.7204915970316681,0.7137237762237763,0.5307547557111897,0.8110236220472441,0.8571428571428571,0.46153846153846156,0.6
development_oof,x10,10,quantum_angle_product,1,498,127,0.30708661417322836,0.7905844581761519,1.3510792999995829,0.7884615384615384,0.7177031036981389,0.7009032634032635,0.5088429244012123,0.8031496062992126,0.85,0.4358974358974359,0.576271186440678
development_oof,x10,10,quantum_iqp_zz_linear,1,498,127,0.30708661417322836,0.7881812509339627,1.6384570999998687,0.7916666666666666,0.7221253727561835,0.7137237762237763,0.5307547557111897,0.8110236220472441,0.8571428571428571,0.46153846153846156,0.6
development_oof,x10,10,rbf_matched,2,500,125,0.304,0.777229018336624,0.8179555000006076,0.6866303690260133,0.6380013216750563,0.6678765880217785,0.36161723750267993,0.744,0.6,0.47368421052631576,0.5294117647058824
development_oof,x10,10,quantum_angle_product,2,500,125,0.304,0.7661130679717393,1.523386799999571,0.6672716273442226,0.6140373377642654,0.6415607985480943,0.3123629684135021,0.728,0.5714285714285714,0.42105263157894735,0.48484848484848486
development_oof,x10,10,quantum_iqp_zz_linear,2,500,125,0.304,0.7664111330146657,1.6558307000004788,0.6584996975196612,0.6078461056585949,0.647307924984876,0.32931583368921036,0.736,0.5925925925925926,0.42105263157894735,0.49230769230769234
development_oof,x10,10,rbf_matched,3,500,125,0.304,0.7098604034051741,0.7930529000004753,0.6584996975196613,0.5836281328926867,0.6860254083484574,0.3668717136488565,0.728,0.55,0.5789473684210527,0.5641025641025641
development_oof,x10,10,quantum_angle_product,3,500,125,0.304,0.7200453336812177,1.6144200999997338,0.6923774954627949,0.6833898376916632,0.7369933454325469,0.4643933589185638,0.768,0.6097560975609756,0.6578947368421053,0.6329113924050633
development_oof,x10,10,quantum_iqp_zz_linear,3,500,125,0.304,0.7033877118481485,1.712899600000128,0.6415607985480944,0.5739670799712911,0.6901088929219601,0.38622252549898145,0.744,0.5833333333333334,0.5526315789473685,0.5675675675675675
development_oof,x10,10,rbf_matched,4,501,124,0.29838709677419356,0.7678399615846236,0.8106767999997828,0.7809878844361603,0.706257043578743,0.7016154085119602,0.3898366198241739,0.7338709677419355,0.5476190476190477,0.6216216216216216,0.5822784810126582
development_oof,x10,10,quantum_angle_product,4,501,124,0.29838709677419356,0.7599317268218063,1.5086532000004809,0.7837837837837838,0.6626265060587782,0.7073625349487418,0.4033571899930789,0.7419354838709677,0.5609756097560976,0.6216216216216216,0.5897435897435898
development_oof,x10,10,quantum_iqp_zz_linear,4,501,124,0.29838709677419356,0.760684050234133,1.799286800000118,0.7788132960546753,0.6846196114641938,0.690121155638397,0.36362153659511737,0.717741935483871,0.5227272727272727,0.6216216216216216,0.5679012345679012
development_oof,x10,10,rbf_matched,5,501,124,0.3064516129032258,0.7889675452345597,0.7837191999997231,0.7910036719706243,0.6813340105405168,0.7169522643818849,0.4252107467962392,0.75,0.5853658536585366,0.631578947368421,0.6075949367088608
development_oof,x10,10,quantum_angle_product,5,501,124,0.3064516129032258,0.7761387697299675,1.4158527999998114,0.7854957160342718,0.6872377978719432,0.7096083231334149,0.4162342149378571,0.75,0.5897435897435898,0.6052631578947368,0.5974025974025974
development_oof,x10,10,quantum_iqp_zz_linear,5,501,124,0.3064516129032258,0.7788585148215366,1.7421858999996402,0.7677478580171359,0.6647368815763935,0.6848225214198287,0.36454930252752554,0.7258064516129032,0.55,0.5789473684210527,0.5641025641025641
