relative_path,sha256_physical,sha256_canonical_lf,expected_physical_sha256,physical_match,canonical_lf_match,content_match_allowing_line_endings
data/official/train_RDKitFixed.csv,0f454e041284f333edc177cc01d566f043d48b0bef8f889f1baf449d9cffc324,06a0817c082d7715211ca62aae367079f192e1a6c6663c2005c8c8eb5c758984,06a0817c082d7715211ca62aae367079f192e1a6c6663c2005c8c8eb5c758984,False,True,True
