ID,name,LABEL,Smax_Morgan,structural_P05_threshold,structural_AD,d5NN_X10,descriptor_P95_threshold,descriptor_AD,DUAL_AD
1,Isotianil,0,0.2641509433962264,0.22313432835820896,IN,1.404083872559734,2.1989745603945496,IN,IN/IN
2,Fluoxapiprolin,0,0.5408163265306123,0.22313432835820896,IN,2.4375984189782725,2.1989745603945496,OUT,IN/OUT
3,Ethiprole,1,0.74,0.22313432835820896,IN,1.751856539398598,2.1989745603945496,IN,IN/IN
4,Cyclobutrifluram,0,0.2647058823529412,0.22313432835820896,IN,1.0122918993656416,2.1989745603945496,IN,IN/IN
5,Isoprothiolane,0,0.2972972972972973,0.22313432835820896,IN,1.3681610671004918,2.1989745603945496,IN,IN/IN
6,Isocycloseram,1,0.23255813953488372,0.22313432835820896,IN,1.5793620244266162,2.1989745603945496,IN,IN/IN
7,Spiropidion,0,0.36619718309859156,0.22313432835820896,IN,1.1636484410381687,2.1989745603945496,IN,IN/IN
8,Florylpicoxamid,0,0.30851063829787234,0.22313432835820896,IN,1.6808583718853467,2.1989745603945496,IN,IN/IN
