evaluation_status,representation,n_features,model,n_molecules,positive_prevalence,auroc,auprc,balanced_accuracy,mcc,accuracy,precision,recall,f1,fold_mean_auroc,fold_std_auroc,fold_mean_auprc,fold_std_auprc,fold_mean_balanced_accuracy,fold_std_balanced_accuracy,fold_mean_mcc,fold_std_mcc,fold_mean_accuracy,fold_std_accuracy,fold_mean_precision,fold_std_precision,fold_mean_recall,fold_std_recall,fold_mean_f1,fold_std_f1
development_oof,x10,10,random_forest,712,0.31179775280898875,0.7566694245265674,0.6711210383173912,0.6793068578782865,0.41250184228911807,0.7654494382022472,0.6896551724137931,0.45045045045045046,0.5449591280653951,0.753650763277673,0.05753286144919612,0.6625900403483139,0.0844003034373764,0.6735379555743,0.0499984660052951,0.40453626470928283,0.10548545129621165,0.7605823861567753,0.046209565780779865,0.6934048870384274,0.12388619156436029,0.44655131956584737,0.12499792084106856,0.533081210626327,0.0891411878987227
development_oof,x10,10,xgboost,712,0.31179775280898875,0.7324140466997608,0.6429258597756395,0.6788472145615003,0.4383050762164025,0.776685393258427,0.7560975609756098,0.4189189189189189,0.5391304347826087,0.7337148325181218,0.06105022164243121,0.6317378974766295,0.07763396751581096,0.6739417858770824,0.07082110933305348,0.42340369234525593,0.13665269843249786,0.7730011661347225,0.05133818200835131,0.7402303836514363,0.11867586189740616,0.4131500369272766,0.13920600391626692,0.5234681900736975,0.12475767326689359
development_oof,x10,10,logistic,712,0.31179775280898875,0.7222651222651224,0.6435584045039073,0.6898326898326899,0.4003374146745884,0.7528089887640449,0.6236559139784946,0.5225225225225225,0.5686274509803921,0.7321335387157862,0.1026689251718988,0.6594132756173545,0.1237302076472321,0.6822886159554783,0.08261668884632178,0.3880585294745445,0.1670739511657704,0.7462617415761484,0.06959350933344667,0.61829258604244,0.1349795508347445,0.5166274645451401,0.16427851587738349,0.5546895178271958,0.1244672001371598
development_oof,x10,10,rbf_svc,712,0.31179775280898875,0.7156922228350799,0.6237115336183251,0.6725133296561867,0.4187869112986116,0.7696629213483146,0.7301587301587301,0.4144144144144144,0.5287356321839081,0.7217056563472596,0.10370284500590062,0.6556416542846673,0.11442804298287307,0.6724389093117275,0.07488957704293306,0.42177773545117175,0.15755246027922112,0.7661172267726462,0.06433574140013805,0.7506709340919867,0.1952804698921679,0.41965924070040295,0.13915855149420014,0.5223155238458327,0.13072438065260203
development_oof,x10,10,mlp,712,0.31179775280898875,0.6518109946681375,0.5742472966753303,0.6620610406324692,0.4051648231947738,0.7654494382022472,0.7350427350427351,0.38738738738738737,0.5073746312684366,0.643106987215069,0.10254651953364477,0.5660249337161027,0.11982322604141957,0.6573817304171365,0.04903495667418089,0.40827874384976176,0.05327984066627438,0.7649454989866957,0.029771602049282753,0.7770729963838197,0.09967198378644747,0.38389891274879173,0.16320876186065422,0.4888311082129773,0.11388938797922583
