REPLICATE,LEFT_MODEL,RIGHT_MODEL,MCC_DELTA
13,max_synergy_path_20q_duplicate,random_forest,-0.12000585761156457
13,max_synergy_path_20q_complementary,random_forest,-0.034128376855520004
13,stable_synergy_path_20q_duplicate,random_forest,-0.055321229549870454
13,stable_synergy_path_20q_complementary,random_forest,-0.04592206946914157
14,max_synergy_path_10q,current_order_10q,-0.003087979996921786
14,stable_synergy_path_10q,current_order_10q,0.018899255012781946
14,max_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.08531106419702456
14,max_synergy_path_20q_complementary,current_order_20q_complementary,0.009312967557260188
14,stable_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.0068358692732989335
14,stable_synergy_path_20q_complementary,current_order_20q_complementary,-0.006124384169408914
14,max_synergy_path_10q,quantum_iqp_zz_linear,-0.003087979996921786
14,stable_synergy_path_10q,quantum_iqp_zz_linear,0.018899255012781946
14,max_synergy_path_20q_duplicate,quantum_iqp_zz_linear,-0.04506424867210174
14,max_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.030409344225523105
14,stable_synergy_path_20q_duplicate,quantum_iqp_zz_linear,0.033410946251623885
14,stable_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.014971992498854003
14,max_synergy_path_10q,rbf_matched,-0.008993311061109677
14,stable_synergy_path_10q,rbf_matched,0.012993923948594055
14,max_synergy_path_20q_duplicate,rbf_matched,-0.05096957973628963
14,max_synergy_path_20q_complementary,rbf_matched,0.024504013161335214
14,stable_synergy_path_20q_duplicate,rbf_matched,0.027505615187435994
14,stable_synergy_path_20q_complementary,rbf_matched,0.009066661434666112
14,max_synergy_path_10q,random_forest,-0.04884839011230502
14,stable_synergy_path_10q,random_forest,-0.026861155102601286
14,max_synergy_path_20q_duplicate,random_forest,-0.09082465878748497
14,max_synergy_path_20q_complementary,random_forest,-0.015351065889860127
14,stable_synergy_path_20q_duplicate,random_forest,-0.012349463863759347
14,stable_synergy_path_20q_complementary,random_forest,-0.03078841761652923
15,max_synergy_path_10q,current_order_10q,-0.023496500961195543
15,stable_synergy_path_10q,current_order_10q,0.02263619192060956
15,max_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.10651822364627822
15,max_synergy_path_20q_complementary,current_order_20q_complementary,-0.0009208530840042473
15,stable_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.013491088433562393
15,stable_synergy_path_20q_complementary,current_order_20q_complementary,-0.007573126727508206
15,max_synergy_path_10q,quantum_iqp_zz_linear,-0.023496500961195543
15,stable_synergy_path_10q,quantum_iqp_zz_linear,0.02263619192060956
15,max_synergy_path_20q_duplicate,quantum_iqp_zz_linear,-0.06545331553579892
15,max_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.02753260169344557
15,stable_synergy_path_20q_duplicate,quantum_iqp_zz_linear,0.02757381967691691
15,stable_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.02088032804994161
15,max_synergy_path_10q,rbf_matched,-0.027540679172952498
15,stable_synergy_path_10q,rbf_matched,0.018592013708852606
15,max_synergy_path_20q_duplicate,rbf_matched,-0.06949749374755587
15,max_synergy_path_20q_complementary,rbf_matched,0.023488423481688614
15,stable_synergy_path_20q_duplicate,rbf_matched,0.023529641465159956
15,stable_synergy_path_20q_complementary,rbf_matched,0.016836149838184655
15,max_synergy_path_10q,random_forest,-0.11637144396147375
15,stable_synergy_path_10q,random_forest,-0.07023875107966865
15,max_synergy_path_20q_duplicate,random_forest,-0.15832825853607713
15,max_synergy_path_20q_complementary,random_forest,-0.06534234130683264
15,stable_synergy_path_20q_duplicate,random_forest,-0.0653011233233613
15,stable_synergy_path_20q_complementary,random_forest,-0.0719946149503366
16,max_synergy_path_10q,current_order_10q,-0.0006427058007932307
16,stable_synergy_path_10q,current_order_10q,0.03716937719974267
16,max_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.07008862643280056
16,max_synergy_path_20q_complementary,current_order_20q_complementary,0.009401239165866382
16,stable_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.0010583592095772532
16,stable_synergy_path_20q_complementary,current_order_20q_complementary,0.00809853818424422
16,max_synergy_path_10q,quantum_iqp_zz_linear,-0.0006427058007932307
16,stable_synergy_path_10q,quantum_iqp_zz_linear,0.03716937719974267
16,max_synergy_path_20q_duplicate,quantum_iqp_zz_linear,-0.025957295931795354
16,max_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.033755429473430465
16,stable_synergy_path_20q_duplicate,quantum_iqp_zz_linear,0.04307297129142795
16,stable_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.0324527284918083
16,max_synergy_path_10q,rbf_matched,-0.007685466469816826
16,stable_synergy_path_10q,rbf_matched,0.030126616530719075
16,max_synergy_path_20q_duplicate,rbf_matched,-0.03300005660081895
16,max_synergy_path_20q_complementary,rbf_matched,0.02671266880440687
16,stable_synergy_path_20q_duplicate,rbf_matched,0.03603021062240436
16,stable_synergy_path_20q_complementary,rbf_matched,0.025409967822784707
16,max_synergy_path_10q,random_forest,-0.0966733406402665
16,stable_synergy_path_10q,random_forest,-0.0588612576397306
16,max_synergy_path_20q_duplicate,random_forest,-0.12198793077126863
16,max_synergy_path_20q_complementary,random_forest,-0.06227520536604281
16,stable_synergy_path_20q_duplicate,random_forest,-0.05295766354804532
16,stable_synergy_path_20q_complementary,random_forest,-0.06357790634766497
17,max_synergy_path_10q,current_order_10q,0.005091903080798488
17,stable_synergy_path_10q,current_order_10q,0.043129433147873264
17,max_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.11277673868376792
17,max_synergy_path_20q_complementary,current_order_20q_complementary,0.008094035862560467
17,stable_synergy_path_20q_duplicate,current_order_20q_duplicate,0.01271825622461159
17,stable_synergy_path_20q_complementary,current_order_20q_complementary,0.0
17,max_synergy_path_10q,quantum_iqp_zz_linear,0.005091903080798488
17,stable_synergy_path_10q,quantum_iqp_zz_linear,0.043129433147873264
